 Code Secteur ; Libellé Secteur ; Code Rayon ; Libellé Rayon ; Code Groupe de Famille  ; Libellé  Groupe de Famille  ; Code Famille  ; Libellé  Famille  ; Code Sous-Famille  ; Libellé  Sous-Famille  ; Code Unité de Besoin  ; Code UG  ; EAN ; Article Libellé Court ; Article Libellé Long ; Libellé Marque ; Libellé Fournisseur ; PAHT ; PV Mag ; PV Mag HT ; TVA en % ; Quantité vendue * ; Type Qté ; Montant achat HT * ; Montant vente TTC * ; Marge en valeur ; Marge en % ; Stock en quantité ;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;1;3844714;3,04109E+12; 230G PDT CEL SAUMO ; 230G BCHEF PDT CELERI SAU ; BLEDINA ; BLEDINA ;1,99;2,45;2,32;0,055;1; UVC ;1,99;2,45;0,3322749;0,128552;9;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;1;4207528;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;2,94;2,79;-0,2954502;-0,1003755;19;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;1;4207528;3,04109E+12; 230G LASAGNE EPIME ; 230G LASAGNE EPIMERLU 15M ; BLEDINA ; BLEDINA ;2,94;2,79;2,64;0,055;1; UVC ;2,94;2,79;-0,2954502;-0,1003755;19;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;1;4179664;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;2,53;3,49;0,7780569;0,2113165;5;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;1;4179664;3,04109E+12; 2X200G LRE SAUMON ; 2X200G LRE SAUMON SEML BL ; BLEDINA ; BLEDINA ;2,53;3,49;3,31;0,055;1; UVC ;2,53;3,49;0,7780569;0,2113165;5;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;1;1803295;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;7,98;7,77;-0,6150711;-0,07503292;10;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;1;1803295;7,61303E+12; 2X200G NATNES SLCN ; 2X200G NATNES SLCN CAROT/ ; NESTLE ; NESTLE FRANCE ;2,66;2,59;2,45;0,055;3; UVC ;7,98;7,77;-0,6150711;-0,07503292;10;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;1;1803299;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;5,58;5,78;-0,101327;-0,01661671;13;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;1;1803299;7,61303E+12; 2X200G CAROT/MERLU ; CAROT/MERLU/RIZ NA 2X200G ; NESTLE ; NESTLE FRANCE ;2,79;2,89;2,74;0,055;2; UVC ;5,58;5,78;-0,101327;-0,01661671;13;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;1;3589447;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;7,83;6,57;-1,602512;-0,2311977;5;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;1;3589447;7,61304E+12; 2X200G PTE RECETTE ; 2X200G PTE RECETTE MOUSSA ; NESTLE ; NESTLE FRANCE ;2,61;2,69;2,55;0,055;3; UVC ;7,83;6,57;-1,602512;-0,2311977;5;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;1;3964091;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;12,85;10,95;-2,470853;-0,213885;8;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;1;3964091;7,61329E+12; 2X200G PT RECET PO ; 2X200G PT RECET POISSON P ; NESTLE ; NESTLE FRANCE ;2,57;2,65;2,51;0,055;5; UVC ;12,85;10,95;-2,470853;-0,213885;8;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;1007853;1;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;11,34;11,94;-0,02246445;-0,00178336;8;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;1007853;3,04109E+12; BCHEF 230G HACHIS ; 230G HACHIS PARM 12M BLED ; BLEDINA ; BLEDINA ;1,89;1,99;1,89;0,055;6; UVC ;11,34;11,94;-0,02246445;-0,00178336;8;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;26907;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;3,78;3,9;-0,08331753;-0,02024974;9;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;26907;3,04109E+12; BCHEF 230G SPAGH B ; 230G SPAGHETTI BOLO 12M B ; BLEDINA ; BLEDINA ;1,89;1,95;1,85;0,055;2; UVC ;3,78;3,9;-0,08331753;-0,02024974;9;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;1491166;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,94;2,09;0,04104266;0,01861387;8;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;1491166;3,04109E+12; BCHEF 250G PAT TOM ; 250G PATES TOMAT JBN 15M ; BLEDINA ; BLEDINA ;1,94;2,09;1,98;0,055;1; UVC ;1,94;2,09;0,04104266;0,01861387;8;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;2728888;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;5,88;6,27;0,06312796;0,00954337;9;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;2728888;3,04109E+12; BCHEF 250G PAELLA ; PAELLA 18M BLEDICHEF 250G ; BLEDINA ; BLEDINA ;1,96;2,09;1,98;0,055;3; UVC ;5,88;6,27;0,06312796;0,00954337;9;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;1624431;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;8,2;8,76;0,1033175;0,01117937;8;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;1624431;3,04109E+12; BCHEF 250G PAT BF ; 250G PATES BF BOURG 18M B ; BLEDINA ; BLEDINA ;2,05;2,19;2,08;0,055;4; UVC ;8,2;8,76;0,1033175;0,01117937;8;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;1072587;1;  ;  ;  ;  ;  ;  ;  ;  ;8;  ;16,88;16,72;-1,031659;-0,05848539;19;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;1072587;3,04109E+12; 250G BLANQ. BLEDI ; 250G BLANQ. VOLAILLE 18M ; BLEDINA ; BLEDINA ;2,11;2,09;1,98;0,055;8; UVC ;16,88;16,72;-1,031659;-0,05848539;19;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;1626899;1;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;12,72;12,54;-0,833744;-0,06302063;14;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;1626899;3,04109E+12; BCHEF 250G RIZ PLT ; RIZ POULET CURRY24M 250G ; BLEDINA ; BLEDINA ;2,12;2,09;1,98;0,055;6; UVC ;12,72;12,54;-0,833744;-0,06302063;14;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;1325993;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;4,26;4,18;-0,2979147;-0,06755588;11;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;1325993;3,04109E+12; BCHEF 250G CAR MAC ; 250G CAR MACA BOEUF 24M B ; BLEDINA ; BLEDINA ;2,13;2,09;1,98;0,055;2; UVC ;4,26;4,18;-0,2979147;-0,06755588;11;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;2525466;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;4,14;4,38;0,01165877;0,002523051;15;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;2525466;3,04109E+12; BCHEF 250G RAT BOU ; 250G RATA BOULG PLT 18M B ; BLEDINA ; BLEDINA ;2,07;2,19;2,08;0,055;2; UVC ;4,14;4,38;0,01165877;0,002523051;15;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;3452275;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;31,64;29,8;-3,393554;-0,1079409;8;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;3452275;3,04109E+12; X4 LEG LIEU/ LEG V ; X4 LEG LIEU/ LEG VOLAIL B ; BLEDINA ; BLEDINA ;7,91;7,45;7,06;0,055;4; UVC ;31,64;29,8;-3,393554;-0,1079409;8;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;3656713;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;4,14;4,18;-0,1779147;-0,04034438;8;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;3656713;3,04109E+12; BCHEF TAJINE PLT ; BCHEF TAJINE POULET 250G ; BLEDINA ; BLEDINA ;2,07;2,09;1,98;0,055;2; UVC ;4,14;4,18;-0,1779147;-0,04034438;8;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;3839664;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,99;2,49;0,3701896;0,1409199;8;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;3839664;3,04109E+12; 230G PAT DOUCE MAI ; 230G BCHEF P.DCE MAIS PLT ; BLEDINA ; BLEDINA ;1,99;2,49;2,36;0,055;1; UVC ;1,99;2,49;0,3701896;0,1409199;8;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;4045577;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;8,73;9,27;0,05672986;0,005800688;9;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;4045577;3,04109E+12; 200G BROCOLIS PATE ; 200G BROCOLIS PATES JAMBO ; BLEDINA ; BLEDINA ;2,91;3,09;2,93;0,055;3; UVC ;8,73;9,27;0,05672986;0,005800688;9;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;4055371;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;2,91;3,09;0,01890995;0,005800688;5;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;4055371;3,04109E+12; 200G CAROTTES PATE ; 200G CAROTTES PATES P ; BLEDINA ; BLEDINA ;2,91;3,09;2,93;0,055;1; UVC ;2,91;3,09;0,01890995;0,005800688;5;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;1803338;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;13,3;11,95;-1,972986;-0,1564961;9;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;2;1803338;7,61303E+12; 2X200G PDT/BF/TOM ; PDT/BF/TOMATE NAT 2X200G ; NESTLE ; NESTLE FRANCE ;2,66;2,39;2,27;0,055;5; UVC ;13,3;11,95;-1,972986;-0,1564961;9;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;11;3536128;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,43;1,99;0,4562559;0,2173216;14;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;3; ASSIETTE L{G VIANDE OU POISSON ;11;3536128;3,56007E+12; 250G ASS.TAJIN.PLT ; 250G ASS.TAJIN.PLT.PRU. B ; CRF BB BIO ; MATERNA OPERATION ;1,43;1,99;1,89;0,055;1; UVC ;1,43;1,99;0,4562559;0,2173216;14;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;4; POTAGES ;  ;7;7;  ;  ;  ;  ;  ;  ;  ;  ;39;  ;96,96;84,97;-16,41972;-0,1819798;100;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;4; POTAGES ;1;1133583;1;  ;  ;  ;  ;  ;  ;  ;  ;10;  ;20,9;18,9;-2,985308;-0,1497183;20;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;4; POTAGES ;1;1133583;3,04109E+12; 2X250ML POTIRON 6M ; 2X250ML POTIRON 6M BLEDIN ; BLEDINA ; BLEDINA ;2,09;1,89;1,79;0,055;10; UVC ;20,9;18,9;-2,985308;-0,1497183;20;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;4; POTAGES ;1;1296957;1;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;13,2;11,34;-2,451185;-0,2048852;22;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;4; POTAGES ;1;1296957;3,04109E+12; 2X250ML LEG. VARIE ; 2X250ML LEG. VARIES 12M B ; BLEDINA ; BLEDINA ;2,2;1,89;1,79;0,055;6; UVC ;13,2;11,34;-2,451185;-0,2048852;22;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;4; POTAGES ;1;1296950;1;  ;  ;  ;  ;  ;  ;  ;  ;12;  ;26,4;22,98;-4,61801;-0,1904813;16;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;4; POTAGES ;1;1296950;3,04109E+12; 2X250ML CARROTTE P ; 2X250ML CAR P.POIS 12M BD ; BLEDINA ; BLEDINA ;2,2;1,89;1,79;0,055;12; UVC ;26,4;22,98;-4,61801;-0,1904813;16;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;4; POTAGES ;1;1414650;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;10,92;8,76;-2,616683;-0,2831356;7;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;4; POTAGES ;1;1414650;3,04109E+12; 2X200G CARROTTE P. ; 2X200G CARROTTE P.DCE BLE ; BLEDINA ; BLEDINA ;2,73;2,29;2,17;0,055;4; UVC ;10,92;8,76;-2,616683;-0,2831356;7;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;4; POTAGES ;1;1409761;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;8,19;7,65;-0,9388152;-0,1163232;9;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;4; POTAGES ;1;1409761;3,04109E+12; 2X200G RATATOUILLE ; 2X200G RATATOUILLE BLEDIN ; BLEDINA ; BLEDINA ;2,73;2,55;2,42;0,055;3; UVC ;8,19;7,65;-0,9388152;-0,1163232;9;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;4; POTAGES ;1;94721;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;13,17;11,55;-2,222133;-0,1823625;16;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;4; POTAGES ;1;94721;3,04109E+12; 4X250ML CARROTTE 6 ; 4X250ML CARROTTE 6M BLEDI ; BLEDINA ; BLEDINA ;4,39;3,85;3,65;0,055;3; UVC ;13,17;11,55;-2,222133;-0,1823625;16;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;4; POTAGES ;1;1028016;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;4,18;3,79;-0,5875829;-0,1469527;10;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;4; POTAGES ;1;1028016;3,04109E+12; 4X250ML LEG. VERT ; 4X250ML LEG. VERT 6M BLED ; BLEDINA ; BLEDINA ;4,18;3,79;3,59;0,055;1; UVC ;4,18;3,79;-0,5875829;-0,1469527;10;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;5; PUREES ;  ;1;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;8,88;8,07;-1,230711;-0,144554;9;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;5; PUREES ;1;1104002;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;8,88;8,07;-1,230711;-0,144554;9;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1441; REPAS LEGUME,LEGUM/VIANDE ;5; PUREES ;1;1104002;3,04109E+12; 2X200G IDM PDT/PL ; 2X200G IDM PDT/PL 8M ; BLEDINA ; BLEDINA ;2,96;2,69;2,55;0,055;3; UVC ;8,88;8,07;-1,230711;-0,144554;9;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1442; FARINE CEREALE,PETIT DEJ ;  ;  ;  ;40;40;  ;  ;  ;  ;  ;  ;  ;  ;156;  ;508,48;496,69;-37,68379;0,00865062;351;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1442; FARINE CEREALE,PETIT DEJ ;0; FARINES D{SHYDRAT{ES ;  ;15;15;  ;  ;  ;  ;  ;  ;  ;  ;55;  ;155,16;156,9;-6,439621;-0,004157433;126;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1442; FARINE CEREALE,PETIT DEJ ;0; FARINES D{SHYDRAT{ES ;2;26043;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;9,27;8,97;-0,7676303;-0,08111613;13;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1442; FARINE CEREALE,PETIT DEJ ;0; FARINES D{SHYDRAT{ES ;2;26043;8,44529E+12; 415G PT CEREALE VA ; 415G PT CEREALE VANILLE 6 ; NESTLE ; NESTLE FRANCE ;3,09;2,99;2,83;0,055;3; UVC ;9,27;8,97;-0,7676303;-0,08111613;13;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1442; FARINE CEREALE,PETIT DEJ ;0; FARINES D{SHYDRAT{ES ;2;34427;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;6,26;6,38;-0,2126066;-0,03158666;5;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1442; FARINE CEREALE,PETIT DEJ ;0; FARINES D{SHYDRAT{ES ;2;34427;8,44529E+12; 415G PT CEREAL 5 C ; 415G PT CEREAL 5 CEREAL N ; NESTLE ; NESTLE FRANCE ;3,13;3,19;3,02;0,055;2; UVC ;6,26;6,38;-0,2126066;-0,03158666;5;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1442; FARINE CEREALE,PETIT DEJ ;0; FARINES D{SHYDRAT{ES ;2;1199174;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;12,36;12,76;-0,2652133;-0,01970117;7;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1442; FARINE CEREALE,PETIT DEJ ;0; FARINES D{SHYDRAT{ES ;2;1199174;8,44529E+12; 415G PT CEREALE BI ; 415G PT CEREALE BISCUIT N ; NESTLE ; NESTLE FRANCE ;3,09;3,19;3,02;0,055;4; UVC ;12,36;12,76;-0,2652133;-0,01970117;7;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1442; FARINE CEREALE,PETIT DEJ ;0; FARINES D{SHYDRAT{ES ;2;34414;1;  ;  ;  ;  ;  ;  ;  ;  ;8;  ;32,4;30;-3,963981;-0,1252443;7;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1442; FARINE CEREALE,PETIT DEJ ;0; FARINES D{SHYDRAT{ES ;2;34414;8,44529E+12; 400G BABICAO BOITE ; 400G BABICAO BOITE ; NESTLE ; NESTLE FRANCE ;4,05;3,75;3,55;0,055;8; UVC ;32,4;30;-3,963981;-0,1252443;7;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1442; FARINE CEREALE,PETIT DEJ ;0; FARINES D{SHYDRAT{ES ;2;34428;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;12,33;10,35;-2,519573;-0,230746;12;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1442; FARINE CEREALE,PETIT DEJ ;0; FARINES D{SHYDRAT{ES ;2;34428;8,44529E+12; 400G BABIVANILLE B ; 400G BABIVANILLE BOITE DE ; NESTLE ; NESTLE FRANCE ;4,11;3,45;3,27;0,055;3; UVC ;12,33;10,35;-2,519573;-0,230746;12;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1442; FARINE CEREALE,PETIT DEJ ;0; FARINES D{SHYDRAT{ES ;10;1007812;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;4,88;4,98;-0,1596209;-0,0303814;7;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1442; FARINE CEREALE,PETIT DEJ ;0; FARINES D{SHYDRAT{ES ;10;1007812;3,04109E+12; 400G BLEDINE VANIL ; 400G BLEDINE VANILLE 6M ; BLEDINA ; BLEDINA ;2,44;2,49;2,36;0,055;2; UVC ;4,88;4,98;-0,1596209;-0,0303814;7;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1442; FARINE CEREALE,PETIT DEJ ;0; FARINES D{SHYDRAT{ES ;10;35095;1;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;14,64;13,5;-1,843791;-0,129457;9;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1442; FARINE CEREALE,PETIT DEJ ;0; FARINES D{SHYDRAT{ES ;10;35095;3,04109E+12; 400G BLEDINE CACAO ; 400G BLEDINE CACAO 6M BLE ; BLEDINA ; BLEDINA ;2,44;2,25;2,13;0,055;6; UVC ;14,64;13,5;-1,843791;-0,129457;9;  ;  ;
1; PGC ;14; EPICERIE ;144; ALIMENTS INFANTILES ;1442; FARINE CEREALE,PETIT DEJ ;0; FARINES D{SHYDRAT{ES ;10;397;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;9,76;9,89;-0,3855924;-0,03695555;11;  ;  ;
