 Code Secteur ; Libellé Secteur ; Code Rayon ; Libellé Rayon ; Code Groupe de Famille  ; Libellé  Groupe de Famille  ; Code Famille  ; Libellé  Famille  ; Code Sous-Famille  ; Libellé  Sous-Famille  ; Code Unité de Besoin  ; Code UG  ; EAN ; Article Libellé Court ; Article Libellé Long ; Libellé Marque ; Libellé Fournisseur ; PAHT ; PV Mag ; PV Mag HT ; TVA en % ; Quantité vendue * ; Type Qté ; Montant achat HT * ; Montant vente TTC * ; Marge en valeur ; Marge en % ; Stock en quantité ;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;5; BIERES MODERNES ;24;2504407;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;9,2;11,98;0,7833334;0,05448896;54;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;5; BIERES MODERNES ;24;2504407;3,08022E+12; 6X25CL 1664 FRUITS ; 1664 FRUITS ROUGES 6X25CL ;1664; KRONENBOURG SAS ;4,6;5,99;4,99;0,2;2; UVC ;9,2;11,98;0,7833334;0,05448896;9;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;5; BIERES MODERNES ;24;2975452;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;13,8;15,87;-0,575;-0,03019324;7;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;5; BIERES MODERNES ;24;2975452;3,08022E+12; 1664 MURE MRTILLE ; 1664 MURE MYRTILLE 6X25CL ;1664; KRONENBOURG SAS ;4,6;5,29;4,41;0,2;3; UVC ;13,8;15,87;-0,575;-0,03019324;7;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;5; BIERES MODERNES ;24;1526005;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;13,26;15,27;-0,535;-0,02919668;9;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;5; BIERES MODERNES ;24;1526005;5,41023E+12; HOEGAARDEN ROSEE ; HOEGAARDEN ROSEE 6X25CL ; HOEGAARDEN ; AB INBEV FRANCE ;4,42;5,09;4,24;0,2;3; UVC ;13,26;15,27;-0,535;-0,02919668;9;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;5; BIERES MODERNES ;25;1612482;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;28,11;29,55;-3,485;-0,09827975;84;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;5; BIERES MODERNES ;25;1612482;3,08022E+12; BLE 12X25CL BIERE ; BLE 12X25CL BIERE 1664 BL ;1664; KRONENBOURG SAS ;9,37;9,85;8,21;0,2;3; UVC ;28,11;29,55;-3,485;-0,09827975;7;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;5; BIERES MODERNES ;25;1133865;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;14,18;16,98;-0,03;-0,00147232;8;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;5; BIERES MODERNES ;25;1133865;5,41023E+12; BIERE BLANCHE ; HOOEGAAD.BIERE BLE12X25CL ; HOEGAARDEN ; AB INBEV FRANCE ;7,09;8,49;7,08;0,2;2; UVC ;14,18;16,98;-0,03;-0,00147232;8;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;5; BIERES MODERNES ;27;4156143;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;44,79;49,05;-3,915;-0,06651376;80;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;5; BIERES MODERNES ;27;4156143;3,08022E+12; 20X25CL 1664 BLANC ; 20X25CL 1664 BLANC 5% ;1664; KRONENBOURG SAS ;14,93;16,35;13,63;0,2;3; UVC ;44,79;49,05;-3,915;-0,06651376;4;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;  ;130;130;  ;  ;  ;  ;  ;  ;  ;  ;570;  ;1747,24;2167,19;59,36786;0,07677583;1977;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;1;1167467;1;  ;  ;  ;  ;  ;  ;  ;  ;8;  ;8,96;11,12;0,3066667;0,02298161;19;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;1;1167467;3,26157E+12; GOUDALE BLD 33CL ; GOUDALE BLD.BIERE 33CL ; LA GOUDALE ; BRASSERIE GOUDALE ;1,12;1,39;1,16;0,2;8; UVC ;8,96;11,12;0,3066667;0,02298161;19;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;1;2726995;1;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;8,64;11,7;1,11;0,07905983;9;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;1;2726995;3,26157E+12; LA G DE GOUDALE ; LA G DE GOUDALE 7,9% 33CL ; LA GOUDALE ; BRASSERIE GOUDALE ;1,44;1,95;1,63;0,2;6; UVC ;8,64;11,7;1,11;0,07905983;9;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;1;1577910;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,15;1,75;0,3083333;0,1468254;9;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;1;1577910;3,27246E+12; BIERE CHTI BLONDE ; 33BIERE 6,8% CHTI BLONDE ; CH'TI ; GROUP BIERES SPECIAL ;1,15;1,75;1,46;0,2;1; UVC ;1,15;1,75;0,3083333;0,1468254;9;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;1;3571860;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;4,15;5,93;0,7916667;0,1112516;10;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;1;3571860;3,56007E+12; 33CL 6.8% BIERE LA ; 33CL 6.8% BIERE LA CHARNU ; CRF-CDM ; GROUP BIERES SPECIAL ;0,83;1,35;1,13;0,2;5; UVC ;4,15;5,93;0,7916667;0,1112516;10;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;1;2955593;1;  ;  ;  ;  ;  ;  ;  ;  ;7;  ;8,82;16,03;4,538333;0,2359292;17;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;1;2955593;3,77E+12; 33CL ANOSTEKE BLDE ; 33CL ANOSTEKE BLDE ; ANOSTEKE ; NEODIF ;1,26;2,29;1,91;0,2;7; UVC ;8,82;16,03;4,538333;0,2359292;17;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;2;1008992;1;  ;  ;  ;  ;  ;  ;  ;  ;9;  ;14,13;17,91;0,795;0,03699051;11;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;2;1008992;3,26157E+12; BIERE DU DEMON BLD ; BIERE DU DEMON BLD 33CL ; BIER.DEMON ; BRASSERIE GOUDALE ;1,57;1,99;1,66;0,2;9; UVC ;14,13;17,91;0,795;0,03699051;11;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;2;2257491;1;  ;  ;  ;  ;  ;  ;  ;  ;7;  ;8,12;13,23;2,905;0,1829806;15;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;2;2257491;3,32402E+12; 33CL BIERE 3 MONTS ; 3 MONTS BIERE 8,5%V 33CL ; 3 MONTS ; GROUP BIERES SPECIAL ;1,16;1,89;1,58;0,2;7; UVC ;8,12;13,23;2,905;0,1829806;15;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;2;2998279;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;2,76;5,1;1,49;0,2434641;16;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;2;2998279;3,77E+12; ANOSTEKE PRESTIGE ; ANOSTEKE PRESTIGE 33CL ; ANOSTEKE ; NEODIF ;1,38;2,55;2,13;0,2;2; UVC ;2,76;5,1;1,49;0,2434641;16;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;50502;1;  ;  ;  ;  ;  ;  ;  ;  ;24;  ;50,4;47,76;-10,6;-0,1849525;28;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;50502;3,11978E+12; 65CL TRADITION FIS ; 65CL TRADITION 6% FISCHER ; FISCHER ; HEINEKEN ENTREPRISE ;2,1;1,99;1,66;0,2;24; UVC ;50,4;47,76;-10,6;-0,1849525;28;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;4112252;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;9,03;9,45;-1,155;-0,1018519;20;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;4112252;3,11979E+12; 65PELICAN BLDE N.F ; 65C PELICAN 7,5% BLD N.F ; PELICAN ; HEINEKEN ENTREPRISE ;3,01;2,89;2,41;0,2;3; UVC ;9,03;9,45;-1,155;-0,1018519;20;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;49639;1;  ;  ;  ;  ;  ;  ;  ;  ;97;  ;232,8;253,17;-21,825;-0,07183908;25;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;49639;3,26157E+12; BLE 75CL BIERE GOU ; GOUDALE BIERE BLD 75CL ; LA GOUDALE ; BRASSERIE GOUDALE ;2,4;2,65;2,21;0,2;97; UVC ;232,8;253,17;-21,825;-0,07183908;25;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;1800808;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;10,17;13,65;1,205;0,07356533;5;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;1800808;3,26157E+12; G DE GOUDALE GRD C ; G DE GOUDALE GRAND CRU 75 ; LA GOUDALE ; BRASSERIE GOUDALE ;3,39;4,55;3,79;0,2;3; UVC ;10,17;13,65;1,205;0,07356533;5;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;3236606;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;7,04;8,98;0,4433333;0,04114081;5;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;3236606;3,26157E+12; 75CL G DE GOUDALE ; G DE GOUDALE RHUM 75CL ; LA GOUDALE ; BRASSERIE GOUDALE ;3,52;4,49;3,74;0,2;2; UVC ;7,04;8,98;0,4433333;0,04114081;5;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;3696175;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;3,15;3,99;0,175;0,03654971;6;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;3696175;3,26157E+12; LA GOUDALE BIO 75 ; LA GOUDALE BIO 75 CL 7O2 ; LA GOUDALE ; BRASSERIE GOUDALE ;3,15;3,99;3,33;0,2;1; UVC ;3,15;3,99;0,175;0,03654971;6;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;2807470;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;2,23;3,55;0,7283334;0,1709703;5;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;2807470;3,27191E+12; 75C JENLAIN BLONDE ; 75CL JENLAIN BLONDE 7,5% ; JENLAIN ; BRASSERIE DUYCK ;2,23;3,55;2,96;0,2;1; UVC ;2,23;3,55;0,7283334;0,1709703;5;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;1707291;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;5,04;6,78;0,61;0,07497542;11;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;1707291;3,27246E+12; 75CLCHTI ORIGINALE ; 75CL CHTI ORIGINALE BLDE ; CH'TI ; GROUP BIERES SPECIAL ;2,52;3,39;2,83;0,2;2; UVC ;5,04;6,78;0,61;0,07497542;11;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;89552;1;  ;  ;  ;  ;  ;  ;  ;  ;7;  ;16,45;18,13;-1,341667;-0,06166881;17;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;89552;3,32402E+12; BIERE 3 MONTS ; BIERE BLMO3 MONTS 75CL ; 3 MONTS ; GROUP BIERES SPECIAL ;2,35;2,59;2,16;0,2;7; UVC ;16,45;18,13;-1,341667;-0,06166881;17;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;2521194;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;8,13;10,35;0,495;0,03985507;5;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;2521194;3,34797E+12; BIERE LA RAOUL 7% ; BIERE LA RAOUL 7% BLE75CL ; RAOUL ; BRASSERIE GOUDALE ;2,71;3,45;2,88;0,2;3; UVC ;8,13;10,35;0,495;0,03985507;5;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;3571863;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;9,1;12,45;1,275;0,08534136;5;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;3571863;3,56007E+12; 75CL 6.8% BIERE LA ; 75CL 6.8% BIERE LA CHARUN ; CRF-CDM ; GROUP BIERES SPECIAL ;1,82;2,49;2,08;0,2;5; UVC ;9,1;12,45;1,275;0,08534136;5;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;1526349;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;7,46;7,98;-0,81;-0,08458646;5;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;1526349;3,57286E+12; BELLEROSE 75CL ; BELLEROSE BIERE 75CL ; BELLEROSE ; INTERNATIONAL BEERS ;3,73;3,99;3,33;0,2;2; UVC ;7,46;7,98;-0,81;-0,08458646;5;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;3960422;1;  ;  ;  ;  ;  ;  ;  ;  ;8;  ;35,68;39,12;-3,08;-0,06561009;0;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;3;3960422;3,70069E+12; BLE 75CL GALLIA CH ; BLE 75CL GALLIA CHAMP LIB ; GALLIA ; HEINEKEN ENTREPRISE ;4,46;4,79;3,99;0,2;8; UVC ;35,68;39,12;-3,08;-0,06561009;0;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;4;2723142;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;11,01;14,37;0,965;0,05596149;10;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;4;2723142;3,27246E+12; 75CL BIER.GRAND CR ; GRAND CRU CASTELAIN 75CL ; CASTELAIN ; GROUP BIERES SPECIAL ;3,67;4,79;3,99;0,2;3; UVC ;11,01;14,37;0,965;0,05596149;10;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;4;3826309;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;2,98;4,75;0,9783334;0,1716374;8;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;4;3826309;3,27246E+12; 75CL DUCASSE TRIPL ; 75CL DUCASSE TRIPLE 9% ; DUCASSE ; KRONENBOURG SAS ;2,98;4,75;3,96;0,2;1; UVC ;2,98;4,75;0,9783334;0,1716374;8;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;4;1636899;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;7,35;10,65;1,525;0,1193271;3;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;4;1636899;3,32402E+12; 75CL BIERE TROIS M ; TROIS MONTS BIERE 75CL ; 3 MONTS ; GROUP BIERES SPECIAL ;2,45;3,55;2,96;0,2;3; UVC ;7,35;10,65;1,525;0,1193271;3;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;4;1340869;1;  ;  ;  ;  ;  ;  ;  ;  ;7;  ;23,73;29,33;0,7116666;0,0202201;7;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;4;1340869;3,34797E+12; 75CL TRIPLE SECRET ; TRIPLE SECRET MOINE.75CL ; SECR.MOINE ; BRASSERIE GOUDALE ;3,39;4,19;3,49;0,2;7; UVC ;23,73;29,33;0,7116666;0,0202201;7;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;4;3578153;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;3,32;6,25;1,888333;0,2517778;6;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;4;3578153;3,76002E+12; 75CL BIERE TRIPLE ; 75CL BIERE TRIPLE SYLVANU ; MONT BLANC ; DOLIN ;3,32;6,25;5,21;0,2;1; UVC ;3,32;6,25;1,888333;0,2517778;6;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;10;1009050;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;5,72;7,96;0,9133334;0,09561697;11;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;10;1009050;5,41091E+12; CHIMAY TRIPLE 33CL ; CHIMAY TRIPLE BIERE 33CL ; CHIMAY ; BIERES DE CHIMAY FR ;1,43;1,99;1,66;0,2;4; UVC ;5,72;7,96;0,9133334;0,09561697;11;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;10;1085403;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;7,7;10,7;1,216667;0,09475597;8;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;10;1085403;5,41091E+12; CHIMAY G.RESERVE ; CHIMAY G.RESERV.BIER.75CL ; CHIMAY ; BIERES DE CHIMAY FR ;3,85;5,35;4,46;0,2;2; UVC ;7,7;10,7;1,216667;0,09475597;8;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;10;3011558;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;5,85;8,95;1,608333;0,1497517;17;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;10;3011558;5,41091E+12; BIERE CHIMAY DOREE ; BIERE CHIMAY DORE 33CL ; CHIMAY ; BIERES DE CHIMAY FR ;1,17;1,79;1,49;0,2;5; UVC ;5,85;8,95;1,608333;0,1497517;17;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;10;1357195;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;3,18;4,75;0,7783333;0,1365497;3;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;10;1357195;5,41091E+12; CHIMAY C.CENTS 75 ; CHIMAY CINQ CENT 8%V 75CL ; CHIMAY ; BIERES DE CHIMAY FR ;3,18;4,75;3,96;0,2;1; UVC ;3,18;4,75;0,7783333;0,1365497;3;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;10;49651;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;5,34;6,75;0,285;0,03518518;12;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;10;49651;5,41234E+12; BIER WESTMALLE TR ; TRAPPISTE WEST TRIPL.33CL ; WESTMALLE ; DIFCOM ;1,78;2,35;1,96;0,2;3; UVC ;5,34;6,75;0,285;0,03518518;12;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;10;1335592;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;8,04;11,4;1,46;0,1067251;23;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;10;1335592;5,41286E+12; BIERE TRAPPISTE ; ROCHEFORT BIERE TRAPPISTE ; ROCHEFORT ; DIFCOM ;2,01;2,85;2,38;0,2;4; UVC ;8,04;11,4;1,46;0,1067251;23;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;10;1393249;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;3,2;5,38;1,283333;0,1987815;12;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;10;1393249;8,71141E+12; LA TRAPPE BIERE ; BIERE 10%V QUADRUPEL 33CL ; LA TRAPPE ; SWINKELS FAMILY ;1,6;2,69;2,24;0,2;2; UVC ;3,2;5,38;1,283333;0,1987815;12;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;11;3975160;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,87;2,59;0,2883333;0,09277134;10;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;11;3975160;5,41023E+12; BLE 33CL KWAK BLON ; BLE 33CL KWAK BLONDE ; KWAK ; AB INBEV FRANCE ;1,87;2,59;2,16;0,2;1; UVC ;1,87;2,59;0,2883333;0,09277134;10;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;11;3625859;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,98;2,69;0,2616667;0,08106154;3;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;11;3625859;5,41168E+12; DUVEL TRIP HOP CAS ; DUVEL TRIP HOP CASHM 33CL ; DUVEL ; DUHCO FRANCE SA ;1,98;2,69;2,24;0,2;1; UVC ;1,98;2,69;0,2616667;0,08106154;3;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;12;3748017;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;2,76;3,98;0,5566667;0,116555;0;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;12;3748017;5,41023E+12; 33CL VICTORIA 8.5O ; 33CL BIERE VICTORIA 8,5O ; VICTORIA ; AB INBEV FRANCE ;1,38;1,99;1,66;0,2;2; UVC ;2,76;3,98;0,5566667;0,116555;0;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;12;1524812;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,61;2,59;0,5483333;0,1764264;9;  ;  
1; PGC ;10; BOISSONS ;101; BIERES ET CIDRES ;1010; BIERES ET PANACHES ;6; BIERES DE DEGUSTATION ;12;1524812;5,41077E+12; CHOUFFE BIERE BLD ; CHOUFFE BIERE BLONDE 33CL ; CHOUFFE ; DUHCO FRANCE SA ;1,61;2,59;2,16;0,2;1; UVC ;1,61;2,59;0,5483333;0,1764264;9;  ;  
