 Code Secteur ; Libellé Secteur ; Code Rayon ; Libellé Rayon ; Code Groupe de Famille  ; Libellé  Groupe de Famille  ; Code Famille  ; Libellé  Famille  ; Code Sous-Famille  ; Libellé  Sous-Famille  ; Code Unité de Besoin  ; Code UG  ; EAN ; Article Libellé Court ; Article Libellé Long ; Libellé Marque ; Libellé Fournisseur ; PAHT ; PV Mag ; PV Mag HT ; TVA en % ; Quantité vendue * ; Type Qté ; Montant achat HT * ; Montant vente TTC * ; Marge en valeur ; Marge en % ; Stock en quantité ;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;3067877;3,56007E+12; PET 1,5L P.JUS MUL ; PET 1,5L P.JUS MULTIFR CR ; CRF EXTRA ; REFRESCO FRANCE ;1,72;2,38;2,26;0,055;22; UVC ;37,84;52,36;11,79033;0,2134391;25;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;1388621;1;  ;  ;  ;  ;  ;  ;  ;  ;11;  ;7,37;10,89;2,952275;0,2569665;31;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;1388621;3,56007E+12; PET 50CL PJ MULTIF ; PET 50CL PJ MULTIFRUIT CR ; CRF EXTRA ; LAITERIE SAINT DENIS ;0,67;0,99;0,94;0,055;11; UVC ;7,37;10,89;2,952275;0,2569665;31;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;1572887;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;2,66;5,7;2,742844;0,4561144;24;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;1572887;3,56007E+12; PET 1L BSS PINA CO ; PET 1L BSS PINA COLADA CR ; CRF SELEC ; LAITERIE SAINT DENIS ;1,33;2,85;2,7;0,055;2; UVC ;2,66;5,7;2,742844;0,4561144;24;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;1572888;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;2,12;5,38;2,979526;0,5249434;23;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;1572888;3,56007E+12; PET 1L BSS MOJITO ; PET 1L BSS MOJITO CRF SEL ; CRF SELEC ; LAITERIE SAINT DENIS ;1,06;2,69;2,55;0,055;2; UVC ;2,12;5,38;2,979526;0,5249434;23;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;1708690;1;  ;  ;  ;  ;  ;  ;  ;  ;18;  ;16,74;30,42;12,09412;0,376845;9;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;1708690;3,56007E+12; PET 1L NECT S/S MU ; PET 1L NECT S/S MULTI CRF ; CRF CLASS ; REFRESCO FRANCE ;0,93;1,69;1,6;0,055;18; UVC ;16,74;30,42;12,09412;0,376845;9;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;2734450;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;5,01;8,85;3,378626;0,3618631;34;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;2734450;3,56007E+12; PET 1L BSS PASSN/M ; PET 1L BSS PASSN/MANG CRF ; CRF SELEC ; REFRESCO FRANCE ;1,67;2,95;2,8;0,055;3; UVC ;5,01;8,85;3,378626;0,3618631;34;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;2734455;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;6,32;11,8;4,864834;0,3907811;23;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;2734455;3,56007E+12; PET 1L BSS FRAIS/F ; PET 1L BSS FRAIS/FRAMB CR ; CRF SELEC ; REFRESCO FRANCE ;1,58;2,95;2,8;0,055;4; UVC ;6,32;11,8;4,864834;0,3907811;23;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;3720505;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;5,01;9,27;3,77673;0,3861746;47;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;3720505;3,56007E+12; PET 1.5L PJ MULTIV ; PET 1.5L PJ MULTIVIT CRF ; CRF EXTRA ; LAITERIE SAINT DENIS ;1,67;3,15;2,99;0,055;3; UVC ;5,01;9,27;3,77673;0,3861746;47;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;4186535;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;3,76;8,2;4,012512;0,4638206;30;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;4186535;3,56007E+12; PET 1L BAF CIT-CIT ; PET 1L BAF CIT-CIT VRT CR ; CRF SELEC ; REFRESCO FRANCE ;0,94;2,05;1,94;0,055;4; UVC ;3,76;8,2;4,012512;0,4638206;30;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;4242977;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;3,27;6,27;2,673128;0,4041101;27;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;4242977;3,56007E+12; PET 1L BAF RED ACE ; PET 1L BAF RED ACE CRF SE ; CRF SELEC ; REFRESCO FRANCE ;1,09;2,09;1,98;0,055;3; UVC ;3,27;6,27;2,673128;0,4041101;27;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;1126236;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;11,19;10,02;-1,69237;-0,160094;11;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;1126236;5,41019E+12; 1,5 L PET TROPICAN ; 1,5 L PET TROPICANA REVEI ; TROPICANA ; TROPICANA FRANCE SAS ;3,73;3,34;3,17;0,055;3; UVC ;11,19;10,02;-1,69237;-0,160094;11;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;4223342;1;  ;  ;  ;  ;  ;  ;  ;  ;9;  ;14,94;17,01;1,183223;0,06593405;10;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;4223342;9,00252E+12; PET 75CL  PAGO TRO ; PET 75CL  PAGO TROP ; PAGO ; PAGO FRANCE ;1,66;1,89;1,79;0,055;9; UVC ;14,94;17,01;1,183223;0,06593405;10;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;3761980;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;2,16;2,45;0,1622749;0,06278165;7;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;15;3761980;9,00252E+12; PET 75CL NECTARINE ; PET 75CL NECTARINE CITRO ; PAGO ; PAGO FRANCE ;2,16;2,45;2,32;0,055;1; UVC ;2,16;2,45;0,1622749;0,06278165;7;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;16;2852048;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;4,78;5,58;0,5090995;0,08648007;8;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;16;2852048;3,12335E+12; JOKER LE BIO MULTI ; JOKER LE BIO MULTIFRUIT 1 ; JOKER ; ECKES GRANINI FRANCE ;2,39;2,79;2,64;0,055;2; UVC ;4,78;5,58;0,5090995;0,08648007;8;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;16;2734419;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;3,13;4,59;1,220711;0,2520854;0;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;16;2734419;3,2892E+12; COCKT.5 FRUITS BIO ; COCKT.5 FRUITS BIO BLE 1L ; JARDIN BIO ; VITAMONT ;3,13;4,59;4,35;0,055;1; UVC ;3,13;4,59;1,220711;0,2520854;0;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;16;1624465;1;  ;  ;  ;  ;  ;  ;  ;  ;19;  ;37,43;60,15;19,58422;0,3086158;10;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;16;1624465;3,56007E+12; 1L PUR JUS MULTIFR ; 1L PUR JUS MULTIFRUIT CRF ; CARREF BIO ; REFRESCO FRANCE ;1,97;3,69;3,5;0,055;19; UVC ;37,43;60,15;19,58422;0,3086158;10;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;16;2176968;1;  ;  ;  ;  ;  ;  ;  ;  ;26;  ;33,8;76,27;38,49384;0,4783932;9;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;16;2176968;3,56007E+12; BRK 1L PJ POM/MANG ; BRK 1L PJ POM/MANG CRF BI ; CARREF BIO ; LAITERIE SAINT DENIS ;1,3;3,45;3,27;0,055;26; UVC ;33,8;76,27;38,49384;0,4783932;9;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;16;3802531;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,37;2,65;1,141848;0,4084229;30;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;16;3802531;3,56007E+12; BRK 6X20CL NECT MU ; BRK 6X20CL NECT MULITF CR ; CARREF BIO ; REFRESCO FRANCE ;1,37;2,65;2,51;0,055;1; UVC ;1,37;2,65;1,141848;0,4084229;5;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;16;3857920;1;  ;  ;  ;  ;  ;  ;  ;  ;25;  ;43,75;71,83;24,33531;0,3211282;8;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;16;3857920;3,56007E+12; 1L PUR JUS MATIN D ; 1L PUR JUS MATIN DOUC BRI ; CARREF BIO ; REFRESCO FRANCE ;1,75;3,35;3,18;0,055;25; UVC ;43,75;71,83;24,33531;0,3211282;8;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;31;4123657;1;  ;  ;  ;  ;  ;  ;  ;  ;17;  ;31,45;33,83;0,6163507;0,01726925;25;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;31;4123657;3,12335E+12; PET 1L JOKER LE FR ; PET 1L JOKER LE FRUIT MUL ; JOKER ; ECKES GRANINI FRANCE ;1,85;1,99;1,89;0,055;17; UVC ;31,45;33,83;0,6163507;0,01726925;25;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;31;4203125;2;  ;  ;  ;  ;  ;  ;  ;  ;43;  ;63,91;91,85;23,15161;0,242182;97;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;31;4203125;3,24541E+12; 1,5L NECTAR MULTIF ; 1,5L NECTAR MULTIFRUIT CR ; CRF CLASS ; REFRESCO FRANCE ;1,17;1,67;1,58;0,055;39; UVC ;45,63;65,13;16,1046;0,2343777;33;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;31;4203125;3,56007E+12; 4X1,5L NECTAR MULT ; 4X1,5L NECTAR MULTIFR CRF ; CRF CLASS ; REFRESCO FRANCE ;4,57;6,68;6,33;0,055;4; UVC ;18,28;26,72;7,047014;0,2499863;16;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;31;1324444;1;  ;  ;  ;  ;  ;  ;  ;  ;29;  ;68,44;62,35;-9,340474;-0,1419973;54;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;31;1324444;3,25469E+12; 1,5L NECT BIO MULT ; 1,5L NECT BIO MULTI FRUIT ; PRESSADE ; PRESSADE ;2,36;2,15;2,04;0,055;29; UVC ;68,44;62,35;-9,340474;-0,1419973;54;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;31;1389107;1;  ;  ;  ;  ;  ;  ;  ;  ;47;  ;40,42;59,07;15,57052;0,2498525;45;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;31;1389107;3,56007E+12; BRK 1L JUS ABC MUL ; BRK 1L JUS ABC MULTIF CRF ; CRF CLASS ; LAITERIE SAINT DENIS ;0,86;1,29;1,22;0,055;47; UVC ;40,42;59,07;15,57052;0,2498525;45;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;31;1538383;1;  ;  ;  ;  ;  ;  ;  ;  ;10;  ;20,1;34,9;12,98057;0,352546;9;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;31;1538383;3,56007E+12; PET 1,5L PJ MATIN ; PET 1,5L PJ MATIN DOUCEUR ; CRF EXTRA ; REFRESCO FRANCE ;2,01;3,49;3,31;0,055;10; UVC ;20,1;34,9;12,98057;0,352546;9;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;31;2504001;1;  ;  ;  ;  ;  ;  ;  ;  ;8;  ;14;27,6;12,16114;0,4176502;9;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;31;2504001;3,56007E+12; PET 1,5L PJ DU VER ; PET 1,5L PJ DU VERGER CRF ; CRF EXTRA ; REFRESCO FRANCE ;1,75;3,45;3,27;0,055;8; UVC ;14;27,6;12,16114;0,4176502;9;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;34;43890;1;  ;  ;  ;  ;  ;  ;  ;  ;15;  ;40,95;38,4;-4,551896;-0,1123592;14;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;34;43890;3,50211E+12; PET 1L ESSENTIELS ; PET 1L ESSENTIELS MULTIVI ; TROPICANA ; TROPICANA FRANCE SAS ;2,73;2,56;2,43;0,055;15; UVC ;40,95;38,4;-4,551896;-0,1123592;14;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;34;3307184;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;3,84;6,9;2,700284;0,3709437;16;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;34;3307184;3,56007E+12; 1L PJ RAISIN FRAM ; 1L PJ RAISIN FRAM MYRT CR ; CRF SELEC ; REFRESCO FRANCE ;1,92;3,45;3,27;0,055;2; UVC ;3,84;6,9;2,700284;0,3709437;16;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;34;3307183;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;4,29;8,37;3,643649;0,412628;17;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;34;3307183;3,56007E+12; 1L PJ POM MIRAB PO ; 1L PJ POM MIRAB POIRE CRF ; CRF SELEC ; REFRESCO FRANCE ;1,43;2,79;2,64;0,055;3; UVC ;4,29;8,37;3,643649;0,412628;17;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;34;3307185;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;5,82;10,05;3,706066;0,3495382;23;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;34;3307185;3,56007E+12; 1L PJ ORANG MANG P ; 1L PJ ORANG MANG PASS CRF ; CRF SELEC ; REFRESCO FRANCE ;1,94;3,35;3,18;0,055;3; UVC ;5,82;10,05;3,706066;0,3495382;23;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;34;1126237;1;  ;  ;  ;  ;  ;  ;  ;  ;10;  ;40,2;32,5;-9,394313;-0,2739865;14;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;34;1126237;5,41019E+12; PET 1,5L ESSENTIEL ; PET 1,5L ESSENTIELS MULTI ; TROPICANA ; TROPICANA FRANCE SAS ;4,02;3,25;3,08;0,055;10; UVC ;40,2;32,5;-9,394313;-0,2739865;14;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;35;3832818;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;2,03;2,99;0,8041232;0,2549171;8;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;4; MELANGES DE FRUITS ;35;3832818;3,12335E+12; 33CL GINGEMB IMMUN ; 33CL GINGEMB IMMUN JOKER ; JOKER ; ECKES GRANINI FRANCE ;2,03;2,99;2,83;0,055;1; UVC ;2,03;2,99;0,8041232;0,2549171;8;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;5; DIETETIQUE ET JUS DE LEGUMES ;  ;5;5;  ;  ;  ;  ;  ;  ;  ;  ;25;  ;28,55;48,87;17,77228;0,334431;73;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;5; DIETETIQUE ET JUS DE LEGUMES ;1;1180072;1;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;6,18;12,3;5,478768;0,4222069;8;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;5; DIETETIQUE ET JUS DE LEGUMES ;1;1180072;3,56007E+12; PET 1L PJ TOMATE C ; PET 1L PJ TOMATE CRF EXT ; CRF EXTRA ; LAITERIE SAINT DENIS ;1,03;2,05;1,94;0,055;6; UVC ;6,18;12,3;5,478768;0,4222069;8;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;5; DIETETIQUE ET JUS DE LEGUMES ;1;2120346;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;5,95;8,75;2,343839;0,2539026;18;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;5; DIETETIQUE ET JUS DE LEGUMES ;1;2120346;3,56007E+12; BOC 1L PJ TOMATE ; RDF PJ TOMATE MARMANDE 1L ; REFLETS ; SILL SAS ;1,19;1,99;1,89;0,055;5; UVC ;5,95;8,75;2,343839;0,2539026;18;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;5; DIETETIQUE ET JUS DE LEGUMES ;1;4088334;1;  ;  ;  ;  ;  ;  ;  ;  ;8;  ;5,84;7,92;1,667109;0,19952;13;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;5; DIETETIQUE ET JUS DE LEGUMES ;1;4088334;4,10006E+12; BRK 1L JUS ABC TOM ; BRK 1L JUS ABC TOMATE ; NO NAME ; GROUPE FRUCTA PARTNE ;0,73;0,99;0,94;0,055;8; UVC ;5,84;7,92;1,667109;0,19952;13;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;5; DIETETIQUE ET JUS DE LEGUMES ;11;3341728;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,28;2,45;1,042275;0,4032401;8;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;5; DIETETIQUE ET JUS DE LEGUMES ;11;3341728;3,56007E+12; BOC 75CL PJ CAROTT ; BOC 75CL PJ CAROTTE CRF B ; CARREF BIO ; LAITERIE SAINT DENIS ;1,28;2,45;2,32;0,055;1; UVC ;1,28;2,45;1,042275;0,4032401;8;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;5; DIETETIQUE ET JUS DE LEGUMES ;20;3358080;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;9,3;17,45;7,240284;0,3932853;26;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;5; DIETETIQUE ET JUS DE LEGUMES ;20;3358080;3,56007E+12; BOC PJ PRUNEAU CRF ; BOC PJ PRUNEAU CRF BIO ; CARREF BIO ; JUS DE FRUITS ALSACE ;1,86;3,49;3,31;0,055;5; UVC ;9,3;17,45;7,240284;0,3932853;26;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;6; BOISSON AUX FRUIT ET PLANTE ;  ;61;65;  ;  ;  ;  ;  ;  ;  ;  ;777;  ;1632,51;1745,66;22,14403;0,1805479;4776;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;6; BOISSON AUX FRUIT ET PLANTE ;1;1319296;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;8,35;10,75;1,839574;0,162202;102;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;6; BOISSON AUX FRUIT ET PLANTE ;1;1319296;3,12448E+12; PULCO REC CITRON ; PULCO REC CITRON 1.5LPET ; PULCO ; ORANGINA SCHWEPPES ;1,67;2,15;2,04;0,055;5; UVC ;8,35;10,75;1,839574;0,162202;102;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;6; BOISSON AUX FRUIT ET PLANTE ;1;1544647;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;23,15;28,25;3,627251;0,1217045;132;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;6; BOISSON AUX FRUIT ET PLANTE ;1;1544647;3,12448E+12; 12X15CL OASIS TROP ; OASIS TROPICAL 12X15CL ; OASIS ; ORANGINA SCHWEPPES ;4,63;5,65;5,36;0,055;5; UVC ;23,15;28,25;3,627251;0,1217045;11;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;6; BOISSON AUX FRUIT ET PLANTE ;1;1020866;1;  ;  ;  ;  ;  ;  ;  ;  ;36;  ;74,88;71,66;-6,95583;-0,09200674;38;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;6; BOISSON AUX FRUIT ET PLANTE ;1;1020866;3,12448E+12; 2L OASIS ORANGE ; OASIS ORANGE NEW PET 2L ; OASIS ; ORANGINA SCHWEPPES ;2,08;2,15;2,04;0,055;36; UVC ;74,88;71,66;-6,95583;-0,09200674;38;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;6; BOISSON AUX FRUIT ET PLANTE ;1;2853289;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,38;2,09;0,6010426;0,2725879;11;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;6; BOISSON AUX FRUIT ET PLANTE ;1;2853289;3,12448E+12; 1L PULCO CITRONNAD ; PULCO CITRONNADE 1L ; PULCO ; ORANGINA SCHWEPPES ;1,38;2,09;1,98;0,055;1; UVC ;1,38;2,09;0,6010426;0,2725879;11;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;6; BOISSON AUX FRUIT ET PLANTE ;1;22353;1;  ;  ;  ;  ;  ;  ;  ;  ;7;  ;7,77;9,73;1,452749;0,1415224;19;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;6; BOISSON AUX FRUIT ET PLANTE ;1;22353;3,56007E+12; 2L PET BOISS.ORANG ; 2L PET BOISS.ORANGE CRF C ; CRF CLASS ; REFRESCO FRANCE ;1,11;1,39;1,32;0,055;7; UVC ;7,77;9,73;1,452749;0,1415224;19;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;6; BOISSON AUX FRUIT ET PLANTE ;1;4119797;1;  ;  ;  ;  ;  ;  ;  ;  ;9;  ;14,76;13,05;-2,390332;-0,1736182;0;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;6; BOISSON AUX FRUIT ET PLANTE ;1;4119797;5,449E+12; PET 1.5L TROPICO F ; PET 1.5L TROPICO FRAISE K ; TROPICO ; COCA COLA EUROPACIFI ;1,64;1,59;1,51;0,055;9; UVC ;14,76;13,05;-2,390332;-0,1736182;0;  ;  
1; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ;6; BOISSON AUX FRUIT ET PLANTE ;1;1133689;1;  ;  ;  ;  ;  ;  ;  ;  ;10;  ;35,7;29,9;-7,358768;-0,2332821;60;  ;  
