 Code Secteur ; Libellé Secteur ; Code Rayon ; Libellé Rayon ; Code Groupe de Famille  ; Libellé  Groupe de Famille  ; Code Famille  ; Libellé  Famille  ; Code Sous-Famille  ; Libellé  Sous-Famille  ; Code Unité de Besoin  ; Code UG  ; EAN ; Article Libellé Court ; Article Libellé Long ; Libellé Marque ; Libellé Fournisseur ; PAHT ; PV Mag ; PV Mag HT ; TVA en % ; Quantité vendue * ; Type Qté ; Montant achat HT * ; Montant vente TTC * ; Marge en valeur ; Marge en % ; Stock en quantité ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2570 ; PAIN INDUSTRIEL ; 008 ; PAIN PRECUIT ; 001 ; 0000003907368 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 14,000 ;  ; 14,7 ; 29,24 ; 13,01564 ; 0,4219254 ; 24,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2570 ; PAIN INDUSTRIEL ; 008 ; PAIN PRECUIT ; 001 ; 0000003907368 ; 3560071442408 ; 2X125GG BAG.PREC.F ; 2X125GG BAG.PREC.FAP CERE ; CRF ORIGIN ; MAISON MENISSEZ ; 1,05 ; 2,09 ; 1,98 ; 0,055 ; 14,000 ; UVC ; 14,7 ; 29,24 ; 13,01564 ; 0,4219254 ; 24,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2570 ; PAIN INDUSTRIEL ; 008 ; PAIN PRECUIT ; 001 ; 0000003906455 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 5,000 ;  ; 5,35 ; 10,75 ; 4,839573 ; 0,4267231 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2570 ; PAIN INDUSTRIEL ; 008 ; PAIN PRECUIT ; 001 ; 0000003906455 ; 3560071442453 ; 75GX4 PAVES NATURE ; 75GX4 PAVES NATURE CRF ; CRF ORIGIN ; MAISON MENISSEZ ; 1,07 ; 2,15 ; 2,04 ; 0,055 ; 5,000 ; UVC ; 5,35 ; 10,75 ; 4,839573 ; 0,4267231 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ;  ;  ;  ; 83 ; 84 ;  ;  ;  ;  ;  ;  ;  ;  ; 2062,000 ;  ; 3897,58 ; 4810,08 ; 661,7375 ; 0,1760052 ; 1356,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ;  ; 15 ; 15 ;  ;  ;  ;  ;  ;  ;  ;  ; 346,000 ;  ; 617,93 ; 748,11 ; 91,179 ; 0,1558711 ; 242,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000003585532 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 18,000 ;  ; 68,4 ; 57,42 ; -13,97346 ; -0,2306685 ; 8,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000003585532 ; 3228857001378 ; BT MOINS DE SUCRE ; BT MOINS DE SUCRE 485 G ; HARRY'S ; BARILLA FRANCE SAS ; 3,8 ; 3,19 ; 3,02 ; 0,055 ; 18,000 ; UVC ; 68,4 ; 57,42 ; -13,97346 ; -0,2306685 ; 8,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000000092564 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 10,000 ;  ; 17,4 ; 29,78 ; 10,82749 ; 0,344628 ; 4,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000000092564 ; 3245390068675 ; 400G GACHE VEND.RF ; R.FRANCE GACHE VENDEENNE ; REFLETS ; BRIOCHES FONTENEAU ; 1,74 ; 2,95 ; 2,8 ; 0,055 ; 10,000 ; UVC ; 17,4 ; 29,78 ; 10,82749 ; 0,344628 ; 4,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000000042227 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 8,000 ;  ; 13,44 ; 21,2 ; 6,654787 ; 0,2975403 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000000042227 ; 3256540001756 ; BRIOCHE TRANCHEE ; PASQUIER BRIOCH.TR. 450G ; PASQUIER ; PASQUIER GIE ; 1,68 ; 2,65 ; 2,51 ; 0,055 ; 8,000 ; UVC ; 13,44 ; 21,2 ; 6,654787 ; 0,2975403 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000000040471 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 88,000 ;  ; 111,76 ; 145,2 ; 25,87033 ; 0,1688818 ; 68,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000000040471 ; 3270190207924 ; 500G BRIOCHE TRCH ; 500G BRIOCHE TRCH PB CRF ; CRF CLASS ; REGALS DE BRETAGNE ; 1,27 ; 1,65 ; 1,56 ; 0,055 ; 88,000 ; UVC ; 111,76 ; 145,2 ; 25,87033 ; 0,1688818 ; 68,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000001494206 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 9,000 ;  ; 18,09 ; 23,85 ; 4,516635 ; 0,179504 ; 7,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000001494206 ; 3284230002288 ; GACHE TRANCHEE 400 ; LA BOULANGERE GACHE TRANC ; LA BOULANG ; BOULANGERE & CO ; 2,01 ; 2,65 ; 2,51 ; 0,055 ; 9,000 ; UVC ; 18,09 ; 23,85 ; 4,516635 ; 0,179504 ; 7,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000001080814 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 3,000 ;  ; 3,12 ; 3,87 ; 0,5482464 ; 0,1342803 ; 10,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000001080814 ; 3560070343393 ; 500G BRIOCHE TRANC ; 500G BRIOCHE TRANCHEE SIM ; SIMPL ; REGALS DE BRETAGNE ; 1,04 ; 1,29 ; 1,22 ; 0,055 ; 3,000 ; UVC ; 3,12 ; 3,87 ; 0,5482464 ; 0,1342803 ; 10,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000001534583 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 69,000 ;  ; 97,29 ; 121,16 ; 17,5536 ; 0,1373266 ; 9,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000001534583 ; 3560070726547 ; 450G GACHE TRANCHE ; 450G GACHE TRANCHEE CRF O ; CRF ORIGIN ; BOULANGERE & CO ; 1,41 ; 2,15 ; 2,04 ; 0,055 ; 69,000 ; UVC ; 97,29 ; 121,16 ; 17,5536 ; 0,1373266 ; 9,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000001537744 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 32,000 ;  ; 58,88 ; 70,08 ; 7,54654 ; 0,1020708 ; 21,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000001537744 ; 3560070729975 ; 700G BRIOCHE TRANC ; 700G BRIOCHE TRANCHEE PB ; CRF CLASS ; REGALS DE BRETAGNE ; 1,84 ; 2,19 ; 2,08 ; 0,055 ; 32,000 ; UVC ; 58,88 ; 70,08 ; 7,54654 ; 0,1020708 ; 21,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000003688414 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 11,000 ;  ; 19,69 ; 31,35 ; 10,02564 ; 0,3031252 ; 8,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000003688414 ; 3560071259686 ; 450G GACHE TRANCHE ; 450G GACHE TRANCHEE RDF ; REFLETS ; BRIOCHES FONTENEAU ; 1,79 ; 2,85 ; 2,7 ; 0,055 ; 11,000 ; UVC ; 19,69 ; 31,35 ; 10,02564 ; 0,3031252 ; 8,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000001058106 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 45,000 ;  ; 115,65 ; 112,05 ; -9,441469 ; -0,07986845 ; 27,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 001 ; 0000001058106 ; 3587220002252 ; GACHE TRANCHE FOUR ; GACHE TRANCHEE FOURN 500G ; LA FOURNEE ; LA FOURNEE DOREE ; 2,57 ; 2,49 ; 2,36 ; 0,055 ; 45,000 ; UVC ; 115,65 ; 112,05 ; -9,441469 ; -0,07986845 ; 27,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 002 ; 0000002687100 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 5,000 ;  ; 9,6 ; 19,25 ; 8,646445 ; 0,4257497 ; 7,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 002 ; 0000002687100 ; 3560071266806 ; 450G BRIOCHE TRESS ; 450G BRIOCHE TRESS TRANCH ; REFLETS ; BRIOCHES FONTENEAU ; 1,92 ; 3,85 ; 3,65 ; 0,055 ; 5,000 ; UVC ; 9,6 ; 19,25 ; 8,646445 ; 0,4257497 ; 7,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 002 ; 0000001102171 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 20,000 ;  ; 31 ; 45 ; 11,65403 ; 0,2454772 ; 18,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 002 ; 0000001102171 ; 3760049791006 ; 450G TARTINE CAMPA ; BOULANGERE TARTINE CAMPAG ; LA BOULANG ; BOULANGERE & CO ; 1,55 ; 2,25 ; 2,13 ; 0,055 ; 20,000 ; UVC ; 31 ; 45 ; 11,65403 ; 0,2454772 ; 18,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 002 ; 0000002348494 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 5,000 ;  ; 7,35 ; 11,95 ; 3,977014 ; 0,3154545 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 002 ; 0000002348494 ; 3760049796384 ; 450G TARTINES CAMP ; 450G TARTINES CAMPAGNE CE ; LA BOULANG ; BOULANGERE & CO ; 1,47 ; 2,39 ; 2,27 ; 0,055 ; 5,000 ; UVC ; 7,35 ; 11,95 ; 3,977014 ; 0,3154545 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 003 ; 0000003646982 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 6,000 ;  ; 22,8 ; 17,7 ; -6,022749 ; -0,3225292 ; 12,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 003 ; 0000003646982 ; 3228857001347 ; 485G SSA BRIOCHE T ; 485G SSA BRIOCHE TRA.PE.H ; HARRY'S ; BARILLA FRANCE SAS ; 3,8 ; 2,95 ; 2,8 ; 0,055 ; 6,000 ; UVC ; 22,8 ; 17,7 ; -6,022749 ; -0,3225292 ; 12,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 003 ; 0000001302432 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 17,000 ;  ; 23,46 ; 38,25 ; 12,79592 ; 0,3170938 ; 17,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 000 ; BRIOCHES TRANCHEES ; 003 ; 0000001302432 ; 3245414250772 ; 500G BRIOCH TRCH C ; 500G BRIOCH TRCH CHOC CRF ; CRF CLASS ; REGALS DE BRETAGNE ; 1,38 ; 2,25 ; 2,13 ; 0,055 ; 17,000 ; UVC ; 23,46 ; 38,25 ; 12,79592 ; 0,3170938 ; 17,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ;  ; 10 ; 10 ;  ;  ;  ;  ;  ;  ;  ;  ; 143,000 ;  ; 343,2 ; 449,11 ; 82,49668 ; 0,1754888 ; 95,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 001 ; 0000000092565 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 9,000 ;  ; 20,07 ; 36,81 ; 14,821 ; 0,3816446 ; 9,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 001 ; 0000000092565 ; 3245390068682 ; 600G BRIOC VEND RF ; R.DE FRANC.BRIOCHE VENDEE ; REFLETS ; BRIOCHES FONTENEAU ; 2,23 ; 4,09 ; 3,88 ; 0,055 ; 9,000 ; UVC ; 20,07 ; 36,81 ; 14,821 ; 0,3816446 ; 9,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 001 ; 0000000091144 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 22,000 ;  ; 53,68 ; 71,5 ; 14,09251 ; 0,1868228 ; 15,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 001 ; 0000000091144 ; 3256540001794 ; TRESSEE PEPITES ; PASQ TRESSEE PEPITES 630G ; PASQUIER ; PASQUIER GIE ; 2,44 ; 3,25 ; 3,08 ; 0,055 ; 22,000 ; UVC ; 53,68 ; 71,5 ; 14,09251 ; 0,1868228 ; 15,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 001 ; 0000003599499 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 17,000 ;  ; 48,62 ; 62,73 ; 10,83972 ; 0,163791 ; 6,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 001 ; 0000003599499 ; 3256540003538 ; TRESSEE 700G ; TRESSEE 700G ; PASQUIER ; PASQUIER GIE ; 2,86 ; 3,69 ; 3,5 ; 0,055 ; 17,000 ; UVC ; 48,62 ; 62,73 ; 10,83972 ; 0,163791 ; 6,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 001 ; 0000001402024 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 15,000 ;  ; 30,45 ; 39,75 ; 7,227725 ; 0,1723503 ; 6,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 001 ; 0000001402024 ; 3284230006408 ; BRIOCHE TRANCH BIO ; BRIOCHE TRANCHEE BIO 400G ; LA BOULANG ; BOULANGERE & CO ; 2,03 ; 2,65 ; 2,51 ; 0,055 ; 15,000 ; UVC ; 30,45 ; 39,75 ; 7,227725 ; 0,1723503 ; 6,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 001 ; 0000001162180 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 18,000 ;  ; 33,66 ; 47,7 ; 11,55327 ; 0,22958 ; 10,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 001 ; 0000001162180 ; 3560070798414 ; 600G BRIOCHE TRESS ; 600G BRIOCHE TRESSEE CRF ; CRF CLASS ; BOULANGERE & CO ; 1,87 ; 2,65 ; 2,51 ; 0,055 ; 18,000 ; UVC ; 33,66 ; 47,7 ; 11,55327 ; 0,22958 ; 10,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 001 ; 0000002538647 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 15,000 ;  ; 26,4 ; 42,39 ; 13,7801 ; 0,3081317 ; 12,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 001 ; 0000002538647 ; 3560070962037 ; 450G BRIOCH TRESS ; 450G BRIOCH TRESS SUCR  C ; CRF ORIGIN ; LA FOURNEE DOREE ; 1,76 ; 2,79 ; 2,64 ; 0,055 ; 15,000 ; UVC ; 26,4 ; 42,39 ; 13,7801 ; 0,3081317 ; 12,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 001 ; 0000003225310 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 9,000 ;  ; 16,92 ; 29,25 ; 10,80512 ; 0,3501476 ; 4,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 001 ; 0000003225310 ; 3560071130534 ; 400G BRIO TRES SUC ; 400G BRIO TRES SUC CHOC C ; CRF ORIGIN ; LA FOURNEE DOREE ; 1,88 ; 3,25 ; 3,08 ; 0,055 ; 9,000 ; UVC ; 16,92 ; 29,25 ; 10,80512 ; 0,3501476 ; 4,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 001 ; 0000001323723 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 14,000 ;  ; 35,28 ; 44,1 ; 6,520948 ; 0,1401586 ; 0,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 001 ; 0000001323723 ; 3587220551507 ; 500G GACHE TRANCH. ; LFD GACHE TRANCH.CHOC500G ; LA FOURNEE ; LA FOURNEE DOREE ; 2,52 ; 3,15 ; 2,99 ; 0,055 ; 14,000 ; UVC ; 35,28 ; 44,1 ; 6,520948 ; 0,1401586 ; 0,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 001 ; 0000000023669 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 12,000 ;  ; 32,28 ; 37,08 ; 2,86692 ; 0,07328638 ; 10,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 001 ; 0000000023669 ; 3587221227609 ; CHINOIS CREM.PATIS ; CHINOIS CREME PATISS.600G ; LA FOURNEE ; LA FOURNEE DOREE ; 2,69 ; 3,09 ; 2,93 ; 0,055 ; 12,000 ; UVC ; 32,28 ; 37,08 ; 2,86692 ; 0,07328638 ; 10,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 002 ; 0000001015770 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 12,000 ;  ; 45,84 ; 37,8 ; -10,01062 ; -0,2510248 ; 23,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 001 ; BRIOCHES BARRES ; 002 ; 0000001015770 ; 3228857001231 ; 500G TRESSEE NATUR ; 500G TRESSEE NATURE SANS ; HARRY'S ; BARILLA FRANCE SAS ; 3,82 ; 3,15 ; 2,99 ; 0,055 ; 12,000 ; UVC ; 45,84 ; 37,8 ; -10,01062 ; -0,2510248 ; 23,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 002 ; PAIN AU LAIT,BRIOCHETTE NATURE ;  ; 21 ; 21 ;  ;  ;  ;  ;  ;  ;  ;  ; 628,000 ;  ; 1078,71 ; 1323,3 ; 175,6028 ; 0,156833 ; 387,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 002 ; PAIN AU LAIT,BRIOCHETTE NATURE ; 001 ; 0000001162181 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 69,000 ;  ; 96,6 ; 127,65 ; 24,39526 ; 0,1811474 ; 12,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 002 ; PAIN AU LAIT,BRIOCHETTE NATURE ; 001 ; 0000001162181 ; 3245413821614 ; 525G PAIN AU LAIT ; 525G PAIN AU LAIT X15 CRF ; CRF CLASS ; BOULANGERE & CO ; 1,4 ; 1,85 ; 1,75 ; 0,055 ; 69,000 ; UVC ; 96,6 ; 127,65 ; 24,39526 ; 0,1811474 ; 12,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 002 ; PAIN AU LAIT,BRIOCHETTE NATURE ; 001 ; 0000002650608 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 109,000 ;  ; 152,6 ; 183,86 ; 21,67488 ; 0,1117421 ; 30,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 002 ; PAIN AU LAIT,BRIOCHETTE NATURE ; 001 ; 0000002650608 ; 3256540000698 ; 350G PAINS LAIT ; PASQUIER PAINS LAIT X10 ; PASQUIER ; PASQUIER GIE ; 1,4 ; 1,69 ; 1,6 ; 0,055 ; 109,000 ; UVC ; 152,6 ; 183,86 ; 21,67488 ; 0,1117421 ; 30,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 002 ; PAIN AU LAIT,BRIOCHETTE NATURE ; 001 ; 0000002650609 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 58,000 ;  ; 158,34 ; 193,92 ; 25,47043 ; 0,1244977 ; 31,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 002 ; PAIN AU LAIT,BRIOCHETTE NATURE ; 001 ; 0000002650609 ; 3256540000704 ; 700G PAINS LAIT X2 ; 700G PAINS LAIT X20 PASQU ; PASQUIER ; PASQUIER GIE ; 2,73 ; 3,35 ; 3,18 ; 0,055 ; 58,000 ; UVC ; 158,34 ; 193,92 ; 25,47043 ; 0,1244977 ; 31,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 257 ; BOULANGERIE/PATISSERIE ; 2571 ; VIENNOISERIE ; 002 ; PAIN AU LAIT,BRIOCHETTE NATURE ; 001 ; 0000003388158 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 8,000 ;  ; 13,92 ; 20,94 ; 5,928341 ; 0,2683515 ; 20,000 ;  ;  
