  ; Magasin 7512 CUSSET ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; édité le 18/03/2024 13:50 ;  
 Commandabilité : Toutes ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
 Niveau d'extraction : Groupe de famille, Famille, Sous-famille, Unité de Gestion, EAN ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
 Fréquence d'extraction :  ;  ;  ;  ;  ;  ; Fin de planification :  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
 Note : les champs avec * sont liées à la période de vente sélectionnée ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
 Code Secteur ; Libellé Secteur ; Code Rayon ; Libellé Rayon ; Code Groupe de Famille  ; Libellé  Groupe de Famille  ; Code Famille  ; Libellé  Famille  ; Code Sous-Famille  ; Libellé  Sous-Famille  ; Code Unité de Besoin  ; Code UG  ; EAN ; Article Libellé Court ; Article Libellé Long ; Libellé Marque ; Libellé Fournisseur ; PAHT ; PV Mag ; PV Mag HT ; TVA en % ; Quantité vendue * ; Type Qté ; Montant achat HT * ; Montant vente TTC * ; Marge en valeur ; Marge en % ; Stock en quantité ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ;  ;  ;  ;  ;  ; 1110 ; 1134 ;  ;  ;  ;  ;  ;  ;  ;  ; 11070,500 ;  ; 35716,05 ; 38499,22 ; 776,0966 ; 0,1273477 ; 23882,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ;  ;  ;  ; 81 ; 82 ;  ;  ;  ;  ;  ;  ;  ;  ; 1375,000 ;  ; 2127,31 ; 2934,57 ; 654,2729 ; 0,2454343 ; 1900,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ;  ; 21 ; 21 ;  ;  ;  ;  ;  ;  ;  ;  ; 428,000 ;  ; 696,4 ; 956,71 ; 210,4341 ; 0,2572734 ; 520,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 001 ; 0000001333046 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 27,000 ;  ; 52,92 ; 75,33 ; 18,48284 ; 0,2325671 ; 18,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 001 ; 0000001333046 ; 3017760719490 ; PELLETIER GOUT BRI ; PELLETIER GOURM.GOUT BRIO ; PELLETIER ; EURECA MAJORISTAS S ; 1,96 ; 2,79 ; 2,64 ; 0,055 ; 27,000 ; UVC ; 52,92 ; 75,33 ; 18,48284 ; 0,2325671 ; 18,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 001 ; 0000001385838 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 30,000 ;  ; 51 ; 59,7 ; 5,587678 ; 0,08871653 ; 31,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 001 ; 0000001385838 ; 3017760771894 ; HEUD BISC BRIOCHEE ; HEUDEBERT BISC.BRIOCHEE ; HEUDEBERT ; EURECA MAJORISTAS S ; 1,7 ; 1,99 ; 1,89 ; 0,055 ; 30,000 ; UVC ; 51 ; 59,7 ; 5,587678 ; 0,08871653 ; 31,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 001 ; 0000001002090 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 7,000 ;  ; 9,94 ; 22,05 ; 10,96047 ; 0,4711598 ; 18,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 001 ; 0000001002090 ; 3273670000107 ; 280G BISCOTTE ROGE ; 280G BISCOTTE ROGER 22TRA ; ROGER ; LES BISCOTTES ROGER ; 1,42 ; 3,15 ; 2,99 ; 0,055 ; 7,000 ; UVC ; 9,94 ; 22,05 ; 10,96047 ; 0,4711598 ; 18,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 001 ; 0000001386809 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 26,000 ;  ; 21,58 ; 42,9 ; 19,08351 ; 0,4216464 ; 22,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 001 ; 0000001386809 ; 3560070401826 ; 270G BISC COMP CRF ; CRF BISC.CPL MLE OUVERT ; CARREFOUR ; PASQUIER GIE ; 0,83 ; 1,65 ; 1,56 ; 0,055 ; 26,000 ; UVC ; 21,58 ; 42,9 ; 19,08351 ; 0,4216464 ; 22,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 001 ; 0000002360249 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 13,000 ;  ; 11,31 ; 25,35 ; 12,71844 ; 0,4755578 ; 36,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 001 ; 0000002360249 ; 3560070823291 ; 300G BISCOTTE COMP ; 300G BISCOTTE COMPLETE CR ; CRF CLASS ; FAISSOLE BISCOTTES ; 0,87 ; 1,95 ; 1,85 ; 0,055 ; 13,000 ; UVC ; 11,31 ; 25,35 ; 12,71844 ; 0,4755578 ; 36,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 001 ; 0000002500895 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 7,000 ;  ; 5,88 ; 11,55 ; 5,067867 ; 0,4159018 ; 0,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 001 ; 0000002500895 ; 3560070824564 ; 270G BISCOTTES ; CRF BISCOTTE M. O X30 TR ; CARREFOUR ; PASQUIER GIE ; 0,84 ; 1,65 ; 1,56 ; 0,055 ; 7,000 ; UVC ; 5,88 ; 11,55 ; 5,067867 ; 0,4159018 ; 0,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 002 ; 0000003411997 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 3,000 ;  ; 4,35 ; 6,87 ; 2,161848 ; 0,2982744 ; 26,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 002 ; 0000003411997 ; 3182180001996 ; 36BISC SSA COMPLET ; 36BISC SSA COMPLET PASQUI ; PASQUIER ; PASQUIER GIE ; 1,45 ; 2,29 ; 2,17 ; 0,055 ; 3,000 ; UVC ; 4,35 ; 6,87 ; 2,161848 ; 0,2982744 ; 26,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 002 ; 0000000021045 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 13,000 ;  ; 33,28 ; 51,87 ; 15,88588 ; 0,2902969 ; 15,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 002 ; 0000000021045 ; 3392460484184 ; BRAISOR HEUDEBERT ; BRAISOR 60TR NAT.500G ; HEUDEBERT ; EURECA MAJORISTAS S ; 2,56 ; 3,99 ; 3,78 ; 0,055 ; 13,000 ; UVC ; 33,28 ; 51,87 ; 15,88588 ; 0,2902969 ; 15,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 002 ; 0000002580865 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 50,000 ;  ; 64,5 ; 77,5 ; 8,959716 ; 0,1095822 ; 36,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 002 ; 0000002580865 ; 7622210416681 ; HEUDEBERT 36T NAT. ; HEUDEBERT 36T NATURE 290G ; HEUDEBERT ; EURECA MAJORISTAS S ; 1,29 ; 1,55 ; 1,47 ; 0,055 ; 50,000 ; UVC ; 64,5 ; 77,5 ; 8,959716 ; 0,1095822 ; 36,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 002 ; 0000000021001 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 49,000 ;  ; 173,46 ; 203,92 ; 19,8291 ; 0,09217024 ; 43,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 002 ; 0000000021001 ; 7622210416704 ; BISCOTTES HEUDEBER ; 875G 108 BISCOTTES HEUDEB ; HEUDEBERT ; EURECA MAJORISTAS S ; 3,54 ; 4,15 ; 3,93 ; 0,055 ; 49,000 ; UVC ; 173,46 ; 203,92 ; 19,8291 ; 0,09217024 ; 43,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 003 ; 0000004206825 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 12,000 ;  ; 17,04 ; 22,68 ; 4,45763 ; 0,1862981 ; 18,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 003 ; 0000004206825 ; 3182189999805 ; 300G BISCOTTE SSA ; 300G BISCOTTE SSA PASQUIE ; PASQUIER ; PASQUIER GIE ; 1,42 ; 1,89 ; 1,79 ; 0,055 ; 12,000 ; UVC ; 17,04 ; 22,68 ; 4,45763 ; 0,1862981 ; 18,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 003 ; 0000000092227 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 18,000 ;  ; 27 ; 34,02 ; 5,246446 ; 0,1461768 ; 16,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 003 ; 0000000092227 ; 3392460481114 ; BISCOTTE HEUDEBERT ; BISCOT.S/S 34TR HEUDEBERT ; HEUDEBERT ; EURECA MAJORISTAS S ; 1,5 ; 1,89 ; 1,79 ; 0,055 ; 18,000 ; UVC ; 27 ; 34,02 ; 5,246446 ; 0,1461768 ; 16,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 003 ; 0000000000222 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 39,000 ;  ; 32,76 ; 56,55 ; 20,8419 ; 0,3493431 ; 46,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 003 ; 0000000000222 ; 5400101201712 ; 300G BISCOTTE SANS ; 300G BISCOTTE SANS SEL CR ; CRF CLASS ; PASQUIER GIE ; 0,84 ; 1,45 ; 1,37 ; 0,055 ; 39,000 ; UVC ; 32,76 ; 56,55 ; 20,8419 ; 0,3493431 ; 46,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 012 ; 0000001016232 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 12,000 ;  ; 23,64 ; 28,68 ; 3,544834 ; 0,1171559 ; 26,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 012 ; 0000001016232 ; 3017760363990 ; 280G BISCOT FIBRE ; HEUDEBERT BISCOT.FIB+280G ; HEUDEBERT ; EURECA MAJORISTAS S ; 1,97 ; 2,39 ; 2,27 ; 0,055 ; 12,000 ; UVC ; 23,64 ; 28,68 ; 3,544834 ; 0,1171559 ; 26,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 012 ; 0000000023786 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 37,000 ;  ; 62,9 ; 73,63 ; 6,891469 ; 0,08871653 ; 46,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 012 ; 0000000023786 ; 3392460480827 ; BISCOTTE HEUDEBERT ; BISCOTTE 6 CEREALES 34T ; HEUDEBERT ; EURECA MAJORISTAS S ; 1,7 ; 1,99 ; 1,89 ; 0,055 ; 37,000 ; UVC ; 62,9 ; 73,63 ; 6,891469 ; 0,08871653 ; 46,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 013 ; 0000004210872 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 4,000 ;  ; 10,36 ; 11,56 ; 0,5973459 ; 0,04897965 ; 12,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 013 ; 0000004210872 ; 3182189999812 ; 600G BISCOTTE FROM ; 600G BISCOTTE FROMENT PAS ; PASQUIER ; PASQUIER GIE ; 2,59 ; 2,89 ; 2,74 ; 0,055 ; 4,000 ; UVC ; 10,36 ; 11,56 ; 0,5973459 ; 0,04897965 ; 12,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 013 ; 0000003952412 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 10,000 ;  ; 13,8 ; 19,9 ; 5,062559 ; 0,2411374 ; 9,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 013 ; 0000003952412 ; 3560071417413 ; 300G BISCOT CERE/G ; 300G BISCOT CERE/GRAIN CR ; CARREF BIO ; FAISSOLE BISCOTTES ; 1,38 ; 1,99 ; 1,89 ; 0,055 ; 10,000 ; UVC ; 13,8 ; 19,9 ; 5,062559 ; 0,2411374 ; 9,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 020 ; 0000001179292 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 8,000 ;  ; 10,16 ; 15,92 ; 4,930048 ; 0,2935321 ; 25,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 020 ; 0000001179292 ; 3270190128533 ; 300G BISCOTTE BIO ; CRF BIO BISCOT.GERM.BLE ; CARREF BIO ; PASQUIER GIE ; 1,27 ; 1,99 ; 1,89 ; 0,055 ; 8,000 ; UVC ; 10,16 ; 15,92 ; 4,930048 ; 0,2935321 ; 25,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 020 ; 0000001007936 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 11,000 ;  ; 13,53 ; 27,25 ; 12,29938 ; 0,4278232 ; 16,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 020 ; 0000001007936 ; 3560070308316 ; 300G BISCOTTE BIO ; BISCOT.BIO  300G BISCOTTE ; CARREF BIO ; PASQUIER GIE ; 1,23 ; 2,45 ; 2,32 ; 0,055 ; 11,000 ; UVC ; 13,53 ; 27,25 ; 12,29938 ; 0,4278232 ; 16,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 020 ; 0000003992697 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 17,000 ;  ; 19,89 ; 33,83 ; 12,17635 ; 0,3411636 ; 22,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 020 ; 0000003992697 ; 3560071433277 ; 300G BISCO CPL S/S ; 300G BISCO CPL S/S S/S CR ; CARREF BIO ; FAISSOLE BISCOTTES ; 1,17 ; 1,99 ; 1,89 ; 0,055 ; 17,000 ; UVC ; 19,89 ; 33,83 ; 12,17635 ; 0,3411636 ; 22,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 099 ; 0000002672750 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 35,000 ;  ; 37,1 ; 55,65 ; 15,64882 ; 0,2665409 ; 39,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 000 ; BISCOTTE NORMALE, REGIME ; 099 ; 0000002672750 ; 3560071000493 ; 300G BISCOTTE BRIO ; 300G BISCOTTE BRIOCHEE CR ; CRF CLASS ; FAISSOLE BISCOTTES ; 1,06 ; 1,59 ; 1,51 ; 0,055 ; 35,000 ; UVC ; 37,1 ; 55,65 ; 15,64882 ; 0,2665409 ; 39,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 001 ; EXTRUDES ;  ; 8 ; 9 ;  ;  ;  ;  ;  ;  ;  ;  ; 141,000 ;  ; 278,78 ; 326,34 ; 30,54701 ; 0,1292305 ; 246,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 001 ; EXTRUDES ; 001 ; 0000004206169 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 28,000 ;  ; 24,92 ; 36,12 ; 9,316967 ; 0,2444975 ; 29,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 001 ; EXTRUDES ; 001 ; 0000004206169 ; 3560071504090 ; 250G TARTINE CRQ B ; 250G TARTINE CRQ BLE CP C ; CRF EXTRA ; SOLINEST ; 0,89 ; 1,29 ; 1,22 ; 0,055 ; 28,000 ; UVC ; 24,92 ; 36,12 ; 9,316967 ; 0,2444975 ; 29,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 001 ; EXTRUDES ; 001 ; 0000000021011 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 16,000 ;  ; 72,16 ; 67,2 ; -8,463318 ; -0,1193765 ; 66,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 001 ; EXTRUDES ; 001 ; 0000000021011 ; 7622210503435 ; LT3X250G CRACOTTES ; CRACOTTES FROMEN LT3X250 ; CRACOTTE ; MONDELEZ FRANCE SAS ; 4,51 ; 4,29 ; 4,07 ; 0,055 ; 16,000 ; UVC ; 72,16 ; 67,2 ; -8,463318 ; -0,1193765 ; 22,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 001 ; EXTRUDES ; 010 ; 0000000021012 ; 2 ;  ;  ;  ;  ;  ;  ;  ;  ; 19,000 ;  ; 57,19 ; 58,7 ; -1,55019 ; 0,01311218 ; 59,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 001 ; EXTRUDES ; 010 ; 0000000021012 ; 3017760802994 ; 3X250G CRACOTTE C ; 3X250G CRACOTTE CEREALE C ; CRACOTTE ; MONDELEZ FRANCE SAS ; 4,51 ; 4,29 ; 4,07 ; 0,055 ; 9,000 ; UVC ; 40,59 ; 37,8 ; -4,760616 ; -0,1193765 ; 19,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 001 ; EXTRUDES ; 010 ; 0000000021012 ; 3041090063206 ; 250G CRACOTTE CERE ; CRACOTTE CEREAL.COMPLETE ; CRACOTTE ; EURECA MAJORISTAS S ; 1,66 ; 1,69 ; 1,6 ; 0,055 ; 10,000 ; UVC ; 16,6 ; 20,9 ; 3,210427 ; 0,1456009 ; 2,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 001 ; EXTRUDES ; 020 ; 0000000021009 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 27,000 ;  ; 42,12 ; 53,73 ; 8,80891 ; 0,1554007 ; 23,000 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 140 ; PDTS POUR PETITS DEJEUNERS ; 1400 ; PANIFICATION ; 001 ; EXTRUDES ; 020 ; 0000000021009 ; 3041090061615 ; CRAQUINETTES CHOCO ; CRAQUINETTE CHOCOLAT 200G ; CRACOTTE ; EURECA MAJORISTAS S ; 1,56 ; 1,99 ; 1,89 ; 0,055 ; 27,000 ; UVC ; 42,12 ; 53,73 ; 8,80891 ; 0,1554007 ; 23,000 ;  ;  
