  ; Magasin 7512 CUSSET ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; édité le 18/03/2024 13:51 ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 004 ; 0000000074061 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 31,000 ;  ; 40,92 ; 79,05 ; 34,00891 ; 0,4077917 ; 35,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 004 ; 0000000074061 ; 3270190199960 ; 100G PT JB SEC SUP ; 100G PT JB SEC SUP.4T CRF ; CRF EXTRA ; AOSTE SNC ; 1,32 ; 2,55 ; 2,42 ; 0,055 ; 31,000 ; UVC ; 40,92 ; 79,05 ; 34,00891 ; 0,4077917 ; 35,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 004 ; 0000000069288 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 8,000 ;  ; 48,8 ; 45,52 ; -5,65308 ; -0,1177146 ; 24,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 004 ; 0000000069288 ; 3449848306009 ; 6TR. JAMBON CRU ; 6TR. JAMBON CRU 165G ; AOSTE ; AOSTE SNC ; 6,1 ; 5,69 ; 5,39 ; 0,055 ; 8,000 ; UVC ; 48,8 ; 45,52 ; -5,65308 ; -0,1177146 ; 24,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 004 ; 0000001263234 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 3,000 ;  ; 20,79 ; 23,07 ; 1,077299 ; 0,04426251 ; 15,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 004 ; 0000001263234 ; 3449868241007 ; PLATEAU JAMBON CRU ; PLATEAU JAMBON CRU 10TR ; AOSTE ; AOSTE SNC ; 6,93 ; 7,69 ; 7,29 ; 0,055 ; 3,000 ; UVC ; 20,79 ; 23,07 ; 1,077299 ; 0,04426251 ; 15,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 004 ; 0000001331391 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 11,000 ;  ; 17,71 ; 24,75 ; 5,749716 ; 0,2202007 ; 20,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 004 ; 0000001331391 ; 3560070346417 ; 200G JAMBON CRU FU ; 200G JAMBON CRU FUME SIMP ; PP BLANC ; CHARCUPAC ; 1,61 ; 2,25 ; 2,13 ; 0,055 ; 11,000 ; UVC ; 17,71 ; 24,75 ; 5,749716 ; 0,2202007 ; 20,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 004 ; 0000001346113 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 6,000 ;  ; 11,52 ; 23,1 ; 10,37573 ; 0,4257497 ; 15,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 004 ; 0000001346113 ; 3560070354047 ; JAMBON MONTAGNE ; CRF JAMBON MONTAGNE 6TR ; CARREFOUR ; ROCHEBILLARD BLEIN ; 1,92 ; 3,85 ; 3,65 ; 0,055 ; 6,000 ; UVC ; 11,52 ; 23,1 ; 10,37573 ; 0,4257497 ; 15,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 004 ; 0000002360428 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 16,000 ;  ; 29,12 ; 36 ; 5,003223 ; 0,1317331 ; 1,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 004 ; 0000002360428 ; 3560070934881 ; 200G JAMBON CRU ; PPB JAMBON CRU NAT X10 T ; PP BLANC ; CHARCUPAC ; 1,82 ; 2,25 ; 2,13 ; 0,055 ; 16,000 ; UVC ; 29,12 ; 36 ; 5,003223 ; 0,1317331 ; 1,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 004 ; 0000000029408 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 16,000 ;  ; 14,88 ; 19,04 ; 3,167393 ; 0,1576822 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 004 ; 0000000029408 ; 3560070936649 ; 100G 6T JAMBON CRU ; 100G 6T JAMBON CRU NATUR. ; SIMPL ; CHARCUPAC ; 0,93 ; 1,19 ; 1,13 ; 0,055 ; 16,000 ; UVC ; 14,88 ; 19,04 ; 3,167393 ; 0,1576822 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 004 ; 0000001282880 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 75,000 ;  ; 180 ; 289,51 ; 94,41706 ; 0,3091252 ; 29,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 004 ; 0000001282880 ; 3560071034542 ; 220G 20T QUART JAM ; 220G 20T QUART JAMB SEC C ; CRF EXTRA ; CHARCUPAC ; 2,4 ; 4,29 ; 4,07 ; 0,055 ; 75,000 ; UVC ; 180 ; 289,51 ; 94,41706 ; 0,3091252 ; 29,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 004 ; 0000002737321 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 18,000 ;  ; 28,8 ; 68,22 ; 35,86351 ; 0,4982974 ; 25,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 004 ; 0000002737321 ; 3560071412456 ; 100G JAMBON AUVERG ; 100G JAMBON AUVERG IGP TR ; REFLETS ; BELL FRANCE ; 1,6 ; 3,79 ; 3,59 ; 0,055 ; 18,000 ; UVC ; 28,8 ; 68,22 ; 35,86351 ; 0,4982974 ; 25,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 005 ; 0000001030507 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 13,000 ;  ; 86,71 ; 81,25 ; -9,695782 ; -0,1131116 ; 0,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 005 ; 0000001030507 ; 3449860419831 ; 18T JAMBON AOSTE ; AOSTE JAMBON 1/4 NAT 18T ; AOSTE ; AOSTE SNC ; 6,67 ; 6,25 ; 5,92 ; 0,055 ; 13,000 ; UVC ; 86,71 ; 81,25 ; -9,695782 ; -0,1131116 ; 0,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 010 ; 0000001479069 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 4,000 ;  ; 15,2 ; 24,2 ; 7,738389 ; 0,3030978 ; 4,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 000 ; JAMBON CRU ET SEC ; 010 ; 0000001479069 ; 3560071007317 ; 300G 12T JAMBON SE ; 300G 12T JAMBON SEC SUP C ; CRF EXTRA ; AOSTE SNC ; 3,8 ; 6,05 ; 5,73 ; 0,055 ; 4,000 ; UVC ; 15,2 ; 24,2 ; 7,738389 ; 0,3030978 ; 4,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ;  ; 41 ; 43 ;  ;  ;  ;  ;  ;  ;  ;  ; 1308,000 ;  ; 1660,82 ; 2695,79 ; 894,4312 ; 0,2873179 ; 896,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 001 ; 0000000070998 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 8,000 ;  ; 12,24 ; 18,32 ; 5,124929 ; 0,2651612 ; 10,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 001 ; 0000000070998 ; 3154230026181 ; BACON FUME DEJEUN ; BACON PT DEJ.FUME 100G ; HERTA ; HERTA ; 1,53 ; 2,29 ; 2,17 ; 0,055 ; 8,000 ; UVC ; 12,24 ; 18,32 ; 5,124929 ; 0,2651612 ; 10,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 001 ; 0000001531287 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 28,000 ;  ; 61,88 ; 75,32 ; 9,513365 ; 0,1197213 ; 25,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 001 ; 0000001531287 ; 3154230040286 ; 15T BACON SUP.HERT ; HERTA BACON SUP.15TR ; HERTA ; HERTA ; 2,21 ; 2,69 ; 2,55 ; 0,055 ; 28,000 ; UVC ; 61,88 ; 75,32 ; 9,513365 ; 0,1197213 ; 25,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 001 ; 0000000074065 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 96,000 ;  ; 77,76 ; 135,87 ; 51,02673 ; 0,3559768 ; 45,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 001 ; 0000000074065 ; 3245412432651 ; 100G BACON ETALE 1 ; 100G BACON ETALE 10TR CRF ; CRF EXTRA ; BELL FRANCE ; 0,81 ; 1,99 ; 1,89 ; 0,055 ; 96,000 ; UVC ; 77,76 ; 135,87 ; 51,02673 ; 0,3559768 ; 45,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 001 ; 0000001624683 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 14,000 ;  ; 30,1 ; 27,3 ; -4,223223 ; -0,146632 ; 0,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 001 ; 0000001624683 ; 3449860428697 ; 110G+10%GT BACON F ; 110G+10%GT BACON FUME COC ; COCHONOU ; AOSTE SNC ; 2,15 ; 1,95 ; 1,85 ; 0,055 ; 14,000 ; UVC ; 30,1 ; 27,3 ; -4,223223 ; -0,146632 ; 0,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 001 ; 0000001451515 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 34,000 ;  ; 36,38 ; 66,3 ; 26,4636 ; 0,3783406 ; 11,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 001 ; 0000001451515 ; 3560070953653 ; 150G 15TR BACON FU ; 150G 15TR BACON FUME SIMP ; SIMPL ; COMPAGNIE MONTAGNE ; 1,07 ; 1,95 ; 1,85 ; 0,055 ; 34,000 ; UVC ; 36,38 ; 66,3 ; 26,4636 ; 0,3783406 ; 11,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 001 ; 0000002572116 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 61,000 ;  ; 71,37 ; 137,25 ; 58,72478 ; 0,4055614 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 001 ; 0000002572116 ; 3560070981083 ; 150GR FILET DE BAC ; 150GR FILET DE BACON CRF ; CRF EXTRA ; CHARCUPAC ; 1,17 ; 2,25 ; 2,13 ; 0,055 ; 61,000 ; UVC ; 71,37 ; 137,25 ; 58,72478 ; 0,4055614 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 002 ; 0000000074064 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 141,000 ;  ; 142,41 ; 296,78 ; 138,8981 ; 0,4436179 ; 89,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 002 ; 0000000074064 ; 3245412432613 ; 100GR COPPA 10TR C ; 100GR COPPA 10TR CRF EXTR ; CRF EXTRA ; COMPAGNIE MONTAGNE ; 1,01 ; 1,99 ; 1,89 ; 0,055 ; 141,000 ; UVC ; 142,41 ; 296,78 ; 138,8981 ; 0,4436179 ; 89,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 003 ; 0000000074067 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 6,000 ;  ; 5,46 ; 18,54 ; 12,11346 ; 0,619307 ; 25,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 003 ; 0000000074067 ; 3270190206316 ; 100G PANCETTA 8TR ; 100G PANCETTA 8TR CRF EXT ; CRF EXTRA ; COMPAGNIE MONTAGNE ; 0,91 ; 2,99 ; 2,83 ; 0,055 ; 6,000 ; UVC ; 5,46 ; 18,54 ; 12,11346 ; 0,619307 ; 25,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 004 ; 0000000074069 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 43,000 ;  ; 107,07 ; 171,57 ; 55,55559 ; 0,3069262 ; 38,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 004 ; 0000000074069 ; 3560070955763 ; 80GR 10TR VIANDE G ; 80GR 10TR VIANDE GRISON.C ; CRF EXTRA ; CHARCUPAC ; 2,49 ; 3,99 ; 3,78 ; 0,055 ; 43,000 ; UVC ; 107,07 ; 171,57 ; 55,55559 ; 0,3069262 ; 38,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000001561515 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 9,000 ;  ; 18,45 ; 24,39 ; 4,668483 ; 0,181431 ; 10,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000001561515 ; 3181454661430 ; 100G TR CHORIZO DX ; MORONI CHORIZO DX TR 100G ; C.MORONI ; AOSTE SNC ; 2,05 ; 2,65 ; 2,51 ; 0,055 ; 9,000 ; UVC ; 18,45 ; 24,39 ; 4,668483 ; 0,181431 ; 10,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000001612446 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 15,000 ;  ; 77,1 ; 110,32 ; 27,46872 ; 0,2360107 ; 16,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000001612446 ; 3275461000914 ; 300G PLAT RACLETT ; PETITGAS PLAT.RACLETTE ; PETITGAS ; CHARCUTERIE VENDEENN ; 5,14 ; 7,29 ; 6,91 ; 0,055 ; 15,000 ; UVC ; 77,1 ; 110,32 ; 27,46872 ; 0,2360107 ; 16,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000001163951 ; 2 ;  ;  ;  ;  ;  ;  ;  ;  ; 43,000 ;  ; 85,7 ; 85,25 ; -4,894313 ; -0,03435553 ; 18,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000001163951 ; 3449865293788 ; COCH ROS VPF +10% ; COCH ROS VPF +10% 11T 103 ; COCHONOU ; AOSTE SNC ; 2 ; 1,95 ; 1,85 ; 0,055 ; 33,000 ; UVC ; 66 ; 64,35 ; -5,004739 ; -0,07371917 ; 0,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000001163951 ; 3449865294044 ; COCH ROSETTE VPF 1 ; COCH ROSETTE VPF 10T 93G ; COCHONOU ; AOSTE SNC ; 1,97 ; 2,09 ; 1,98 ; 0,055 ; 10,000 ; UVC ; 19,7 ; 20,9 ; 0,1104265 ; 0,00500812 ; 18,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000001089398 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 36,000 ;  ; 72 ; 70,2 ; -5,459716 ; -0,07371917 ; 0,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000001089398 ; 3449865293825 ; COCH SON PTR VPF + ; COCH SON PTR VPF +10% 32T ; COCHONOU ; AOSTE SNC ; 2 ; 1,95 ; 1,85 ; 0,055 ; 36,000 ; UVC ; 72 ; 70,2 ; -5,459716 ; -0,07371917 ; 0,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000002591728 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 14,000 ;  ; 26,88 ; 50,12 ; 20,62711 ; 0,390099 ; 85,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000002591728 ; 3560070980116 ; 200G ASSORT CHARCU ; 200G ASSORT CHARCUTERIE C ; CRF-CDM ; COMPAGNIE MONTAGNE ; 1,92 ; 3,58 ; 3,39 ; 0,055 ; 14,000 ; UVC ; 26,88 ; 50,12 ; 20,62711 ; 0,390099 ; 85,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000003067878 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 50,000 ;  ; 44,5 ; 87,5 ; 38,43839 ; 0,4163942 ; 24,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000003067878 ; 3560071014681 ; 100G 32T SAUCISSON ; 100G 32T SAUCISSON SEC CR ; CRF ORIGIN ; COMPAGNIE MONTAGNE ; 0,89 ; 1,75 ; 1,66 ; 0,055 ; 50,000 ; UVC ; 44,5 ; 87,5 ; 38,43839 ; 0,4163942 ; 24,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000003164291 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 2,000 ;  ; 6,94 ; 11,58 ; 4,036304 ; 0,3303869 ; 12,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000003164291 ; 3560071085735 ; 160G PLATEAU DE MO ; 160G PLATEAU DE MONTAGNE ; CRF-CDM ; ROCHEBILLARD BLEIN ; 3,47 ; 5,79 ; 5,49 ; 0,055 ; 2,000 ; UVC ; 6,94 ; 11,58 ; 4,036304 ; 0,3303869 ; 12,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000001125940 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 11,000 ;  ; 13,31 ; 31,35 ; 16,40564 ; 0,4960245 ; 23,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000001125940 ; 3560071257255 ; 100G SAUCI SEC IGP ; 100G SAUCI SEC IGP AUVERG ; REFLETS ; BELL FRANCE ; 1,21 ; 2,85 ; 2,7 ; 0,055 ; 11,000 ; UVC ; 13,31 ; 31,35 ; 16,40564 ; 0,4960245 ; 23,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000002132454 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 12,000 ;  ; 8,88 ; 16,68 ; 6,930427 ; 0,3938324 ; 19,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 005 ; 0000002132454 ; 4006259001023 ; 200G 10TR ROULADE ; ROULADE 10TR 200G ; ... ; SAUELS FRANCE EURL ; 0,74 ; 1,39 ; 1,32 ; 0,055 ; 12,000 ; UVC ; 8,88 ; 16,68 ; 6,930427 ; 0,3938324 ; 19,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 006 ; 0000001137402 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 7,000 ;  ; 6,23 ; 16,45 ; 9,362417 ; 0,5394729 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 006 ; 0000001137402 ; 3245411836818 ; 100G CHIFFONNADE R ; 100G CHIFFONNADE ROSETTE ; CRF ORIGIN ; COMPAGNIE MONTAGNE ; 0,89 ; 2,35 ; 2,23 ; 0,055 ; 7,000 ; UVC ; 6,23 ; 16,45 ; 9,362417 ; 0,5394729 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 254 ; CHARCUTERIE ; 2541 ; JAMBON CRU, SEC ET TRANCHAGE ; 001 ; CHARCUTERIE TRANCHEE ; 006 ; 0000001137397 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 7,000 ;  ; 9,17 ; 23,45 ; 13,05749 ; 0,5277939 ; 8,000 ;  ;  
