  ; Magasin 7512 CUSSET ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; édité le 09/03/2024 16:28 ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 002 ; BRSA TONIC PET 50 CL ; 0000001080815 ; PET 4X50CL INDIAN TONIC SCHWEP ;  ;3,12448E+12; 50CL IND.TONIC ; SCHWEPPES IND.TONIC 50CL ;  ;  ;0,61;1,25; E ;1,25; PVC ; E ;0,055;2; UVC ;-9;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 002 ; BRSA TONIC PET 50 CL ; 0000001080815 ; PET 4X50CL INDIAN TONIC SCHWEP ;803619;3,12448E+12; INDIAN TONIC X4 ; SCHWEPPES IND.TONIC X4 ;3,7; DPV ;3,24;4,39; E ;4,39; PVC ; E ;0,055;5; UVC ;22;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 003 ; BRSA TONIC BOITE ; 0000001156648 ; BTE 12X15CL I.TONIC SCHWEPPES ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;7;  ;157;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 003 ; BRSA TONIC BOITE ; 0000001156648 ; BTE 12X15CL I.TONIC SCHWEPPES ;803627;3,12448E+12; INDIAN TONIC 12 ; SCHWEPPES IND.TONIC X12 ;4,62; DPV ;4,02;5,35; E ;5,35; PVC ; E ;0,055;7; UVC ;13;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 003 ; BRSA TONIC BOITE ; 0000001156648 ; BTE 12X15CL I.TONIC SCHWEPPES ;  ;3,12448E+12; INDIAN TONIC15CL ; SCHWEPPES I.TONIC 15CL ;  ;  ;0,34;0,62; E ;0,62; PVC ; E ;0,055;  ; UVC ;1;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 003 ; BRSA TONIC BOITE ; 0000002713955 ; BTE SLIM 4X25CL SCHWEPPES I.T. ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 003 ; BRSA TONIC BOITE ; 0000002713955 ; BTE SLIM 4X25CL SCHWEPPES I.T. ;  ;3,12448E+12; SCHWEPPES LEMON ; SCHWEPPES LEMON SLIM 25CL ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 003 ; BRSA TONIC BOITE ; 0000001009101 ; 6X33CL SLIM INDIAN SCHWEPPES ;  ;4;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;11;  ;96;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 003 ; BRSA TONIC BOITE ; 0000001009101 ; 6X33CL SLIM INDIAN SCHWEPPES ;117899;3,12448E+12; BTE 6X33CL IND.TO ; BTE 6X33CL IND.TONIC SCH ;2,92; DPV ;2,44;3,2; E ;3,2; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 003 ; BRSA TONIC BOITE ; 0000001009101 ; 6X33CL SLIM INDIAN SCHWEPPES ;  ;3,12448E+12; INDIAN TON BT1 14 ; INDIAN TON BT1 14 33CL ;  ;  ;0,41;0,7; E ;0,6; PVB ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 003 ; BRSA TONIC BOITE ; 0000001009101 ; 6X33CL SLIM INDIAN SCHWEPPES ;950233;3,12448E+12; 33CL BTE SLIM INDI ; SCHWEPPES INDIAN 33CL ;0,53; PF ;0,49;0,78; E ;0,78; PVC ; E ;0,055;3; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 003 ; BRSA TONIC BOITE ; 0000001009101 ; 6X33CL SLIM INDIAN SCHWEPPES ;828043;3,12448E+12; 6X33CL SLIM INDIA ; SCHWE.SLIM INDIAN 6X33CL ;3,5; DPV ;3,07;4,15; E ;4,15; PVC ; E ;0,055;8; UVC ;16;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 004 ; BRSA TONIC BLE VERRE ; 0000001532774 ; 6X25CL SCH.INDIAN TONIC VP ;  ;3;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;49;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 004 ; BRSA TONIC BLE VERRE ; 0000001532774 ; 6X25CL SCH.INDIAN TONIC VP ;650435;3,12448E+12; 8X25CL IND.TON.SCH ; SCHWEP.INDIAN TON. 8X25CL ;4,46; DPV ;4,07;5,15; E ;5,05; PVB ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 004 ; BRSA TONIC BLE VERRE ; 0000001532774 ; 6X25CL SCH.INDIAN TONIC VP ;  ;3,12448E+12; BLE 25CL INDIAN TO ; SCHWEPP.IND.TONIC 25CL ;  ;  ;0,67;0,9; E ;0,9; PVC ; E ;0,055;  ; UVC ;1;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 004 ; BRSA TONIC BLE VERRE ; 0000001532774 ; 6X25CL SCH.INDIAN TONIC VP ;801049;3,12448E+12; 6X25CL SCH.INDIAN ; 6X25CL SCH.INDIAN TONIC V ;4,61; DPV ;4;5,65; E ;5,65; PVC ; E ;0,055;1; UVC ;8;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 004 ; BRSA TONIC BLE VERRE ; 0000003259335 ; 75 CL FIZZ TONIC BIO ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 004 ; BRSA TONIC BLE VERRE ; 0000003259335 ; 75 CL FIZZ TONIC BIO ; K25314 ;3,27449E+12; 75CLFIZZ TONIC BIO ; FIZZ TONIC BIO 75 CL ;  ; PF ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 004 ; BRSA TONIC BLE VERRE ; 0000003743092 ; VP 75 CL LORINA TONIC ARTISA ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 004 ; BRSA TONIC BLE VERRE ; 0000003743092 ; VP 75 CL LORINA TONIC ARTISA ; P36924 ;3,55172E+12; VP 75 CL LORINA TO ; VP 75 CL LORINA TONIC ART ;2,58; PF ;2,23;2,8; E ;2,8; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 004 ; BRSA TONIC BLE VERRE ; 0000003908341 ; 20CL CREATIVE TONIC WATER ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 004 ; BRSA TONIC BLE VERRE ; 0000003908341 ; 20CL CREATIVE TONIC WATER ; R52778 ;5,449E+12; 20 CL CREATIVE TON ; 20 CL CREATIVE TONIC ;1,26; PF ;1,47;1,75; E ;1,75; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 004 ; BRSA TONIC BLE VERRE ; 0000003908341 ; 20CL CREATIVE TONIC WATER ; Q93578 ;5,449E+12; CREATIVE TONIC ; 20CL CREATIVE TONIC WATER ;1,26; PF ;1,47;1,95; E ;1,95; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 005 ; BRSA TONIC LIGHT PET 1.5L ; 0000000022400 ; PET1,5L SCHW.ZERO INDIAN TONIC ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;19;  ;30;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 005 ; BRSA TONIC LIGHT PET 1.5L ; 0000000022400 ; PET1,5L SCHW.ZERO INDIAN TONIC ;800494;3,12448E+12; PET1,5L SCHW.ZERO ; SCHW.ZERO INDIAN TONIC1,5 ;1,67; DPV ;1,44;1,85; E ;1,85; PVC ; E ;0,055;19; UVC ;30;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 005 ; BRSA TONIC LIGHT PET 1.5L ; 0000001485479 ; 2X1,5L SCHWEP TONIC LIGHT FS ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 005 ; BRSA TONIC LIGHT PET 1.5L ; 0000001485479 ; 2X1,5L SCHWEP TONIC LIGHT FS ;  ;3,12448E+12; 2X1,5L SCHWEP TONI ; SCHWEP TONIC LIGHT 2X1,5L ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 006 ; BRSA TONIC LIGHT <=50CL ; 0000001027136 ; 6X33CL SLIM ZERO INDIAN SCHW ;  ;4;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;63;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 006 ; BRSA TONIC LIGHT <=50CL ; 0000001027136 ; 6X33CL SLIM ZERO INDIAN SCHW ;  ;3,12448E+12; SCHWEPPES INDIAN T ; SCHWEPPES INDIAN TONIC ;  ;  ;0,41;0,7; E ;0,7; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 006 ; BRSA TONIC LIGHT <=50CL ; 0000001027136 ; 6X33CL SLIM ZERO INDIAN SCHW ;815754;3,12448E+12; ZERO INDIAN TONIC ; SCHW ZERO INDIAN TONIC ;2,88; DPV ;2,44;3,37; E ;3,37; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 006 ; BRSA TONIC LIGHT <=50CL ; 0000001027136 ; 6X33CL SLIM ZERO INDIAN SCHW ;  ;3,12448E+12; 33CL BTE SLIM INDI ; SCHWEPPES INDIAN 33CL ;  ;  ;0,48;0,77; E ;0,77; PVC ; E ;0,055;  ; UVC ;-3;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 006 ; BRSA TONIC LIGHT <=50CL ; 0000001027136 ; 6X33CL SLIM ZERO INDIAN SCHW ;800921;3,12448E+12; 6X33CL SLIM ZERO I ; SLIM ZERO INDIAN 6X33CL ;3,3; DPV ;2,85;4,19; E ;4,19; PVC ; E ;0,055;4; UVC ;11;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 010 ; BRSA BITTER PET 1.5L ; 0000000022439 ; PET 1.5L SODA RICQLES ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;15;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 010 ; BRSA BITTER PET 1.5L ; 0000000022439 ; PET 1.5L SODA RICQLES ;183343;3,04843E+12; RICQLES SODA 1.5L ; RICQLES SODA PET 1.5L ;1,56; DPV ;1,39;2,09; E ;2,09; PVC ; E ;0,055;3; UVC ;15;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000003343349 ; 4X20CL SCH SELEC TONIC TOUCH ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000003343349 ; 4X20CL SCH SELEC TONIC TOUCH ;  ; 0000054004139 ; SCHW SPM TON ORIGI ; SCHW SPM TON ORIGINAL 20C ;  ;  ;0,86;1,45; E ;1,45; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000003343349 ; 4X20CL SCH SELEC TONIC TOUCH ; K38077 ;5,41022E+12; 4X20CL SCH SELEC T ; SCHW SPM TON ORIGI.4X20CL ;3,66; DPV ;3,42;5,29; E ;5,29; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000003343350 ; 4X20CL SCH SELEC TONIC PK PEP ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000003343350 ; 4X20CL SCH SELEC TONIC PK PEP ;  ; 0000054004146 ; SCHW SPM TON PINK ; SCHW SPM TON PINK PEPP 20 ;  ;  ;0,84;1,45; E ;1,45; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000003343350 ; 4X20CL SCH SELEC TONIC PK PEP ; K38190 ;5,41022E+12; 4X20CL SCH SELEC T ; SCHW SPM TON PINK PEPP 4X ;3,72; DPV ;3,37;5,29; E ;5,29; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000003343352 ; 4X20CL SCH SELECT TONIC HIB ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;100;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000003343352 ; 4X20CL SCH SELECT TONIC HIB ;  ; 0000054004412 ; SCH SPM HIBISCUS O ; SCH SPM HIBISCUS OW 24X20 ;  ;  ;0,86;1,45; E ;1,45; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000003343352 ; 4X20CL SCH SELECT TONIC HIB ; K38143 ;5,41022E+12; 4X20CL SCH SELECT ; SCH SPM HIBISCUS OW 4X20C ;3,7; DPV ;3,41;5,63; E ;5,39; PVB ; E ;0,055;  ; UVC ;25;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000003343351 ; 4X20CL SCH SELEC GINGER ALE ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000003343351 ; 4X20CL SCH SELEC GINGER ALE ;  ; 0000054004436 ; SCHW HERITAGE GING ; SCHW HERITAGE GINGER ALE ;  ;  ;0,84;1,45; E ;1,45; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000003343351 ; 4X20CL SCH SELEC GINGER ALE ; K38103 ;5,41022E+12; 4X20CL SCH SELEC G ; SCH SPM GING. ALE OW 4X20 ;3,72; DPV ;3,36;5,29; E ;5,29; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000003894992 ; 4X20CL SCH SELEC GINGER BEER ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000003894992 ; 4X20CL SCH SELEC GINGER BEER ;  ; 0000054004450 ; SCH SPM GINGER BEE ; SCH SPM GINGER BEER OW 20 ;  ;  ;0,88;1,45; E ;1,45; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000003894992 ; 4X20CL SCH SELEC GINGER BEER ; Q25754 ;3,12448E+12; 4X20CL SCH SELEC G ; 4X20CL SCH SELEC GINGER B ;3,75; DPV ;3,53;5,63; E ;5,39; PVB ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000002813531 ; 1L ENERGY DRINK MOJITO DIUKE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000002813531 ; 1L ENERGY DRINK MOJITO DIUKE ;927455;3,00003E+12; DIUKE MOJITO ; DIUKE ENERGY DR.MOJITO 1L ;1,33; PF ;1,4;2,09; E ;2,09; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000004014116 ; TONIC WATER KASKAD CITRUS BIO ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000004014116 ; TONIC WATER KASKAD CITRUS BIO ;  ;3,11907E+12; TONIC WATER KASKAD ; TONIC WATER KASKAD CITRUS ;  ;  ;1;1,25; E ;1,25; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000004014116 ; TONIC WATER KASKAD CITRUS BIO ; R78312 ;3,11908E+12; 4X20CL TONIC KASKA ; 4X20CL TONIC KASKAD CITRU ;3,44; PF ;4;4,65; E ;4,65; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000004014115 ; 20CL TONIC KASKAD ORIGINA BIO ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000004014115 ; 20CL TONIC KASKAD ORIGINA BIO ;  ;3,11907E+12; 20CL TONIC KASKAD ; 20CL TONIC KASKAD ORIGINA ;  ;  ;1;1,25; E ;1,25; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000004014115 ; 20CL TONIC KASKAD ORIGINA BIO ; R78313 ;3,11908E+12; 4X20CL TONIC KASKA ; 4X20CL TONIC KASKAD ORIGI ;3,44; PF ;4;4,72; E ;4,72; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000004014117 ; 20CL KASKAD GINGER BEER BIO ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000004014117 ; 20CL KASKAD GINGER BEER BIO ;  ;3,11907E+12; 20CL KASKAD GINGER ; 20CL KASKAD GINGER BEER B ;  ;  ;1,02;1,25; E ;1,25; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000004014117 ; 20CL KASKAD GINGER BEER BIO ; R78314 ;3,11908E+12; 4X20CL KASKAD GING ; 4X20CL KASKAD GINGER BEER ;3,51; PF ;4,08;4,65; E ;4,65; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000002813532 ; 250ML ENERGY DRINK DIUKE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000002813532 ; 250ML ENERGY DRINK DIUKE ;927488;3,14522E+12; DIUKE ENERGY DRINK ; DIUKE ENERGY DRINK 250ML ;0,33; PF ;0,39;0,75; E ;0,75; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000003083248 ; 1,5L DIUKE ENERGY DRINK ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000003083248 ; 1,5L DIUKE ENERGY DRINK ;737135;3,15153E+12; DIUKE ENERGY DRINK ; DIUKE ENERGY DRINK 1,5L ;1,59; PF ;1,85;3,29; E ;3,29; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000001128438 ; PET 6X33CL TONIC CRF CLASSIC ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;11;  ;125;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000001128438 ; PET 6X33CL TONIC CRF CLASSIC ;  ;3,24541E+12; PET 33CL TONIC CRF ; PET 33CL TONIC CRF CLASSI ;  ;  ;0,24;0,45; E ;0,45; PVC ; E ;0,055;  ; UVC ;-1;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000001128438 ; PET 6X33CL TONIC CRF CLASSIC ;827424;3,24541E+12; PET 6X33CL TONIC C ; PET 6X33CL TONIC CRF SENS ;1,22; DPV ;1,42;2,05; E ;2,05; PVC ; E ;0,055;11; UVC ;21;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000001808252 ; 6 X33CL LIMONADE LINESS ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1000; GAZEIFIES ; 003 ; TONICS & BITTER ; 099 ; BRSA TONIC/BITTER AUTRES ; 0000001808252 ; 6 X33CL LIMONADE LINESS ;  ;3,25686E+12; LIMONADE LINESS ; LINESS LIMONADE 33CL ;  ;  ;0;0,62; E ;0,62; PVC ; E ;0,055;  ; UVC ;0;  ;  
