 Code Secteur ; Libellé Secteur ; Code Rayon ; Libellé Rayon ; Code Groupe de Famille  ; Libellé  Groupe de Famille  ; Code Famille  ; Libellé  Famille  ; Code Sous-Famille  ; Libellé  Sous-Famille  ; Code Unité de Besoin  ; Code UG  ; EAN ; Article Libellé Court ; Article Libellé Long ; Libellé Marque ; Libellé Fournisseur ; PAHT ; PVC ; PV Mag HT ; TVA en % ; Quantité vendue * ; Montant achat HT * ; Montant vente TTC * ; Marge en valeur ; Marge en % ; Stock en quantité ; Typologie ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000001613907 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000001613907 ; 3700192303657 ; COLLIER ANTIFUGUE ; COLLIER ANTIFUGUE PET ; YAGO ; AGRO BIOTHERS ;  ;  ;  ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003270069 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003270069 ; 3700192306030 ; COLLIER LUMINEUX>E ; COLLIER LUMINEUX L RECH>E ; AIME ; AGRO BIOTHERS ; 7,72 ; 15,9 ; 13,25 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003408525 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 6,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003408525 ; 4000498027592 ; FLEXI FUN XS ; FLEXI FUN XS ; FLEXI ; VITAKRAFT ; 7,77 ; 11,49 ; 9,58 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 6,000 ; 2 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003954191 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003954191 ; 4008239589361 ; BIRDY-SAURUS DINO ; BIRDY-SAURUS DINO OISEAU ; VITAKRAFT ; VITAKRAFT ; 3,88 ; 7,5 ; 6,25 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003954187 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 1,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003954187 ; 4008239589408 ; JOUET CHIEN AMIGO- ; JOUET CHIEN AMIGO-SAURUS ; VITAKRAFT ; VITAKRAFT ; 3,28 ; 6,5 ; 5,42 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 1,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417775 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417775 ; 5411088019726 ; COLLIER ETRANGLEUR ; COLLIER ETRANGLEUR 2 RANG ; . ; LAROYGROUP ; 3,22 ; 7,5 ; 6,25 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003419398 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003419398 ; 5411088019740 ; COLLIER ETRANGLEUR ; COLLIER ETRANGLEUR 2 RANG ; DUVO+ ; LAROYGROUP ; 3,85 ; 9,95 ; 8,29 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417777 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417777 ; 5411088019757 ; COLLIER ETRANGLEUR ; COLLIER ETRANGLEUR 2 RANG ; DUVO+ ; LAROYGROUP ; 4,2 ; 9,75 ; 8,13 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417831 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417831 ; 5411088019764 ; COLLIER ETRANGLEUR ; COLLIER ETRANGLEUR 2 RANG ; DUVO+ ; LAROYGROUP ; 4,59 ; 11,25 ; 9,38 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417778 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417778 ; 5411088084984 ; COLLIER ETRANGLEUR ; COLLIER ETRANGLEUR 1 RANG ; . ; LAROYGROUP ; 1,2 ; 2,95 ; 2,46 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003419396 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003419396 ; 5411088084991 ; COLLIER ETRANGLEUR ; COLLIER ETRANGLEUR 1 RANG ; DUVO+ ; LAROYGROUP ; 1,33 ; 3,25 ; 2,71 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417779 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417779 ; 5411088085004 ; COLLIER ETRANGLEUR ; COLLIER ETRANGLEUR 1 RANG ; DUVO+ ; LAROYGROUP ; 1,42 ; 3,5 ; 2,92 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417780 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417780 ; 5411088085011 ; COLLIER ETRANGLEUR ; COLLIER ETRANGLEUR 1 RANG ; . ; LAROYGROUP ; 1,68 ; 3,95 ; 3,29 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417782 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417782 ; 5411088085028 ; COLLIER ETRANGLEUR ; COLLIER ETRANGLEUR 1 RANG ; DUVO+ ; LAROYGROUP ; 1,67 ; 3,85 ; 3,21 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003419397 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003419397 ; 5411088085035 ; COLLIER ETRANG.1R ; COLLIER ETRANGLEUR 1 RANG ; DUVO+ ; LAROYGROUP ; 1,91 ; 4,75 ; 3,96 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417784 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417784 ; 5411088085042 ; COLLIER ETRANGLEUR ; COLLIER ETRANGLEUR 1 RANG ; . ; LAROYGROUP ; 2,07 ; 4,75 ; 3,96 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417785 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417785 ; 5411088091388 ; COLLIER ETRANGLEUR ; COLLIER ETRANGLEUR 2 RANG ; DUVO+ ; LAROYGROUP ; 3,36 ; 8,25 ; 6,88 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003419471 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003419471 ; 5414365197674 ; HARNAIS DE SECURIT ; HARNAIS DE SECURITE POUR ; DUVO+ ; LAROYGROUP ; 3,75 ; 10,38 ; 8,65 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003419472 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003419472 ; 5414365197698 ; HARNAIS DE SECURIT ; HARNAIS DE SECURITE CHIEN ; DUVO+ ; LAROYGROUP ; 4,53 ; 11,41 ; 9,51 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003419473 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003419473 ; 5414365197711 ; HARNAIS SECURITE ; HARNAIS DE SECURITE CHIEN ; DUVO+ ; LAROYGROUP ; 4,87 ; 12,12 ; 10,1 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003419474 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003419474 ; 5414365197735 ; HARNAIS SECURITE ; HARNAIS DE SECURITE CHIEN ; DUVO+ ; LAROYGROUP ; 4,63 ; 12,67 ; 10,56 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ; 7 ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417817 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417817 ; 5414365211776 ; 22-35CM NYLON COLL ; 22-35CM NYLON COLLIER REG ; DUVO+ ; LAROYGROUP ; 0,75 ; 2,54 ; 2,12 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417819 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417819 ; 5414365211851 ; NYLON COLLIER REGL ; NYLON COLLIER REGLABLE 30 ; DUVO+ ; LAROYGROUP ; 0,85 ; 2,99 ; 2,49 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417864 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417864 ; 5414365211875 ; NYLON COLLIER REGL ; NYLON COLLIER REGL. 30-45 ; DUVO+ ; LAROYGROUP ; 0,85 ; 2,99 ; 2,49 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417863 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417863 ; 5414365211950 ; NYLON COLLIER REGL ; NYLON COLLIER REGLABLE 35 ; . ; LAROYGROUP ; 1,41 ; 3,25 ; 2,71 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417862 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417862 ; 5414365211974 ; NYLON COLLIER REGL ; NYLON COLLIER REGL. 35-55 ; DUVO+ ; LAROYGROUP ; 0,98 ; 3,3 ; 2,75 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417861 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417861 ; 5414365212056 ; NYLON COLLIER REGL ; NYLON COLLIER REGLABLE 40 ; DUVO+ ; LAROYGROUP ; 1,06 ; 3,81 ; 3,18 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417860 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417860 ; 5414365212070 ; 40-65CM NYLON COLL ; 40-65CM NYLON COLLIER REG ; DUVO+ ; LAROYGROUP ; 1,11 ; 3,81 ; 3,18 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417859 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417859 ; 5414365212155 ; NYLON COLLIER ETRA ; NYLON COLLIER ETRANGL. 30 ; DUVO+ ; LAROYGROUP ; 1,37 ; 3,3 ; 2,75 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417858 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417858 ; 5414365212179 ; NYLON COLLIER ETRA ; NYLON COLLIER ETRANGL.30- ; DUVO+ ; LAROYGROUP ; 1,3 ; 3,25 ; 2,71 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417857 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417857 ; 5414365212216 ; 35-55CM NYLON COLL ; 35-55CM NYLON COLLIER ETR ; DUVO+ ; LAROYGROUP ; 1,52 ; 3,75 ; 3,13 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417856 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417856 ; 5414365212230 ; 35-55CM NYLON COLL ; 35-55CM NYLON COLLIER ETR ; DUVO+ ; LAROYGROUP ; 0,44 ; 2,99 ; 2,49 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417855 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0,000 ;  ;  ;  
 01 ; PGC ; 14 ; EPICERIE ; 149 ; ALIMENTS POUR ANIMAUX ; 1490 ; ALIMENTS POUR CHIENS ; 007 ; JOUET LAISSE COLLIER CHIEN ; 002 ; 0000003417855 ; 5414365212278 ; NYLON COLLIER ETRA ; NYLON COLLIER ETRANGL. 45 ; DUVO+ ; LAROYGROUP ; 1,6 ; 2,99 ; 2,49 ; 0,2 ;  ;  ;  ; 0 ; 0 ; 0,000 ;  ;  ;  
